region,province,city,position,district,candidate_name,party,votes,raw_position
REGION VII,CEBU,CITY OF CEBU,VICE MAYOR,,"OSMEÑA, TOMMY-BOPK",LP,233906,VICE-MAYOR of CEBU - CITY OF CEBU
REGION VII,CEBU,CITY OF LAPU-LAPU,VICE MAYOR,,"SITOY, CELSI",PFP,145995,VICE-MAYOR of CEBU - CITY OF LAPU-LAPU
REGION VII,CEBU,CITY OF MANDAUE,VICE MAYOR,,"BERCEDE, GLENN",1CEBU,98160,VICE-MAYOR of CEBU - CITY OF MANDAUE
REGION VII,CEBU,CITY OF NAGA,VICE MAYOR,,"CHIONG, VIRGILIO",NP,56492,VICE-MAYOR of CEBU - CITY OF NAGA
REGION VII,CEBU,CITY OF TALISAY,VICE MAYOR,,"AZNAR, CHOY",NP,106186,VICE-MAYOR of CEBU - CITY OF TALISAY
REGION VII,CEBU,CITY OF TOLEDO,VICE MAYOR,,"SIGUE, JAY",1CEBU,68368,VICE-MAYOR of CEBU - CITY OF TOLEDO
REGION VII,CEBU,COMPOSTELA,VICE MAYOR,,"QUIÑO, FROILAN",1CEBU,27380,VICE-MAYOR of CEBU - COMPOSTELA
REGION VII,CEBU,CONSOLACION,VICE MAYOR,,"ALEGADO, DOC JOYJOY",LAKAS,37866,VICE-MAYOR of CEBU - CONSOLACION
REGION VII,CEBU,CORDOVA,VICE MAYOR,,"TAGO, BOYET",LAKAS,28766,VICE-MAYOR of CEBU - CORDOVA
REGION VII,CEBU,DAANBANTAYAN,VICE MAYOR,,"ABUCAY, ALI",1CEBU,25176,VICE-MAYOR of CEBU - DAANBANTAYAN
REGION VII,CEBU,DALAGUETE,VICE MAYOR,,"LAGAHID, WILLIAM",1CEBU,24500,VICE-MAYOR of CEBU - DALAGUETE
REGION VII,CEBU,DANAO CITY,VICE MAYOR,,"DURANO, IVY",BAKUD,42849,VICE-MAYOR of CEBU - DANAO CITY
REGION VII,CEBU,DUMANJUG,VICE MAYOR,,"GICA, WADO",1CEBU,28312,VICE-MAYOR of CEBU - DUMANJUG
REGION VII,CEBU,GINATILAN,VICE MAYOR,,"SINGCO, DEAN MICHAEL",1CEBU,8375,VICE-MAYOR of CEBU - GINATILAN
REGION VII,CEBU,LILOAN,VICE MAYOR,,"FRASCO, MARGO",1CEBU,56128,VICE-MAYOR of CEBU - LILOAN
REGION VII,CEBU,MADRIDEJOS,VICE MAYOR,,"VILLACRUCIS, VINCENT",1CEBU,17670,VICE-MAYOR of CEBU - MADRIDEJOS
REGION VII,CEBU,MALABUYOC,VICE MAYOR,,"ALLOSADA, ANN",1CEBU,10686,VICE-MAYOR of CEBU - MALABUYOC
REGION VII,CEBU,MEDELLIN,VICE MAYOR,,"MONDIGO, BENJUN",1CEBU,24018,VICE-MAYOR of CEBU - MEDELLIN
REGION VII,CEBU,MINGLANILLA,VICE MAYOR,,"PEÑA, ELANITO",NP,57571,VICE-MAYOR of CEBU - MINGLANILLA
REGION VII,CEBU,MOALBOAL,VICE MAYOR,,"HANIKA, JINKY",1CEBU,17793,VICE-MAYOR of CEBU - MOALBOAL
REGION VII,CEBU,OSLOB,VICE MAYOR,,"NAZARENO, EDEL",1CEBU,9806,VICE-MAYOR of CEBU - OSLOB
REGION VII,CEBU,PILAR,VICE MAYOR,,"MARATAS, CHING",1CEBU,4429,VICE-MAYOR of CEBU - PILAR
REGION VII,CEBU,PINAMUNGAJAN,VICE MAYOR,,"BARICUATRO, JECJEC",1CEBU,32400,VICE-MAYOR of CEBU - PINAMUNGAJAN
REGION VII,CEBU,PORO,VICE MAYOR,,"RAMA, DINA",1CEBU,9896,VICE-MAYOR of CEBU - PORO
REGION VII,CEBU,RONDA,VICE MAYOR,,"GABATAN, ROCKY",1CEBU,11055,VICE-MAYOR of CEBU - RONDA
REGION VII,CEBU,SAMBOAN,VICE MAYOR,,"GAMALLO, IRVING",1CEBU,11013,VICE-MAYOR of CEBU - SAMBOAN
REGION VII,CEBU,SAN FERNANDO,VICE MAYOR,,"BACALLA, GEMA",NP,20805,VICE-MAYOR of CEBU - SAN FERNANDO
REGION VII,CEBU,SAN FRANCISCO,VICE MAYOR,,"ARQUILLANO, ALY",1CEBU,22665,VICE-MAYOR of CEBU - SAN FRANCISCO
REGION VII,CEBU,SAN REMIGIO,VICE MAYOR,,"COROMINAS, ALFIE",LDP,23031,VICE-MAYOR of CEBU - SAN REMIGIO
REGION VII,CEBU,SANTA FE,VICE MAYOR,,"CABRERA, LOVELY",1CEBU,9969,VICE-MAYOR of CEBU - SANTA FE
REGION VII,CEBU,SANTANDER,VICE MAYOR,,"WENCESLAO, JULIE",1CEBU,9945,VICE-MAYOR of CEBU - SANTANDER
REGION VII,CEBU,SIBONGA,VICE MAYOR,,"LAUDE, DOTIS",NP,24917,VICE-MAYOR of CEBU - SIBONGA
REGION VII,CEBU,SOGOD,VICE MAYOR,,"STREEGAN, RICHARD",1CEBU,16889,VICE-MAYOR of CEBU - SOGOD
REGION VII,CEBU,TABOGON,VICE MAYOR,,"ESCALONA, JEROME",PMP,12277,VICE-MAYOR of CEBU - TABOGON
REGION VII,CEBU,TABUELAN,VICE MAYOR,,"GERONA, DAY ROSE",NUP,10386,VICE-MAYOR of CEBU - TABUELAN
REGION VII,CEBU,TUBURAN,VICE MAYOR,,"DIAMANTE, DANNY",LAKAS,28920,VICE-MAYOR of CEBU - TUBURAN
REGION VII,CEBU,TUDELA,VICE MAYOR,,"YU, LYMARNE",1CEBU,5884,VICE-MAYOR of CEBU - TUDELA
REGION XII,COTABATO,ALAMADA,VICE MAYOR,,"SACDALAN, POGS",NPC,20627,VICE-MAYOR of COTABATO - ALAMADA
REGION XII,COTABATO,ALEOSAN,VICE MAYOR,,"CAYANG, FELIMON JR.",NP,15174,VICE-MAYOR of COTABATO - ALEOSAN
REGION XII,COTABATO,ANTIPAS,VICE MAYOR,,"LOZARE, ATTY. ALLAN",PMP,8049,VICE-MAYOR of COTABATO - ANTIPAS
REGION XII,COTABATO,ARAKAN,VICE MAYOR,,"TUBLE, MARY GERLIE",NP,10525,VICE-MAYOR of COTABATO - ARAKAN
REGION XII,COTABATO,BANISILAN,VICE MAYOR,,"ALISASIS, JESUS",LAKAS,21967,VICE-MAYOR of COTABATO - BANISILAN
REGION XII,COTABATO,CARMEN,VICE MAYOR,,"TALIÑO, ROGER RYAN",IND,39109,VICE-MAYOR of COTABATO - CARMEN
REGION XII,COTABATO,CITY OF KIDAPAWAN,VICE MAYOR,,"LAMATA, MELVIN JR.",NPC,55434,VICE-MAYOR of COTABATO - CITY OF KIDAPAWAN
REGION XII,COTABATO,KABACAN,VICE MAYOR,,"GUZMAN, JOJO",NP,34371,VICE-MAYOR of COTABATO - KABACAN
REGION XII,COTABATO,LIBUNGAN,VICE MAYOR,,"FULLECIDO, JIMBOY",NP,22844,VICE-MAYOR of COTABATO - LIBUNGAN
REGION XII,COTABATO,M'LANG,VICE MAYOR,,"TEJADA, BONBON",LDP,24927,VICE-MAYOR of COTABATO - M'LANG
REGION XII,COTABATO,MAGPET,VICE MAYOR,,"GONZAGA, TOTO",NP,24692,VICE-MAYOR of COTABATO - MAGPET
REGION XII,COTABATO,MAKILALA,VICE MAYOR,,"TABANAY, RYAN",PFP,41220,VICE-MAYOR of COTABATO - MAKILALA
REGION XII,COTABATO,MATALAM,VICE MAYOR,,"CATAMCO, GIGI CHERYL",NPC,20254,VICE-MAYOR of COTABATO - MATALAM
REGION XII,COTABATO,MIDSAYAP,VICE MAYOR,,"RABARA, MANING",LDP,27627,VICE-MAYOR of COTABATO - MIDSAYAP
REGION XII,COTABATO,PIGKAWAYAN,VICE MAYOR,,"CASI, NIEL JAKE",NP,18295,VICE-MAYOR of COTABATO - PIGKAWAYAN
REGION XII,COTABATO,PIKIT,VICE MAYOR,,"SULTAN, SUMULONG",NP,28243,VICE-MAYOR of COTABATO - PIKIT
REGION XII,COTABATO,PRESIDENT ROXAS,VICE MAYOR,,"MAHIMPIT, JONATHAN",NP,21295,VICE-MAYOR of COTABATO - PRESIDENT ROXAS
REGION XII,COTABATO,TULUNAN,VICE MAYOR,,"OBRIQUE, TOTO RHEZAN",PFP,18743,VICE-MAYOR of COTABATO - TULUNAN
REGION XI,DAVAO DE ORO,COMPOSTELA,VICE MAYOR,,"HECHANOVA, RICKY",LAKAS,28973,VICE-MAYOR of DAVAO DE ORO - COMPOSTELA
REGION XI,DAVAO DE ORO,LAAK,VICE MAYOR,,"LIBUANGAN, AY-ENG",PFP,24433,VICE-MAYOR of DAVAO DE ORO - LAAK
REGION XI,DAVAO DE ORO,MABINI,VICE MAYOR,,"MUÑOZ, HALIMA",PFP,13345,VICE-MAYOR of DAVAO DE ORO - MABINI
REGION XI,DAVAO DE ORO,MACO,VICE MAYOR,,"RIMANDO, DOC ALVIE",PFP,30708,VICE-MAYOR of DAVAO DE ORO - MACO
REGION XI,DAVAO DE ORO,MARAGUSAN,VICE MAYOR,,"YANONG, OSBERHT",LAKAS,21133,VICE-MAYOR of DAVAO DE ORO - MARAGUSAN
REGION XI,DAVAO DE ORO,MAWAB,VICE MAYOR,,"MEDINA, RAMIL",LAKAS,12887,VICE-MAYOR of DAVAO DE ORO - MAWAB
REGION XI,DAVAO DE ORO,MONKAYO,VICE MAYOR,,"BRILLANTES, MANUEL JR.",LAKAS,44229,VICE-MAYOR of DAVAO DE ORO - MONKAYO
REGION XI,DAVAO DE ORO,MONTEVISTA,VICE MAYOR,,"BALUNOS, TITING",LAKAS,14797,VICE-MAYOR of DAVAO DE ORO - MONTEVISTA
REGION XI,DAVAO DE ORO,NABUNTURAN,VICE MAYOR,,"RETERBA, CYRIAN",LAKAS,24859,VICE-MAYOR of DAVAO DE ORO - NABUNTURAN
REGION XI,DAVAO DE ORO,NEW BATAAN,VICE MAYOR,,"DIGAYNON, IPANG",LAKAS,16973,VICE-MAYOR of DAVAO DE ORO - NEW BATAAN
REGION XI,DAVAO DE ORO,PANTUKAN,VICE MAYOR,,"ARANCON, MATING",LAKAS,30572,VICE-MAYOR of DAVAO DE ORO - PANTUKAN
REGION XI,DAVAO DEL NORTE,ASUNCION,VICE MAYOR,,"DAYADAY, EUFRACIO JR.",LAKAS,17729,VICE-MAYOR of DAVAO DEL NORTE - ASUNCION
REGION XI,DAVAO DEL NORTE,BRAULIO E. DUJALI,VICE MAYOR,,"VALLE-CAMPION, INDAY",LAKAS,12342,VICE-MAYOR of DAVAO DEL NORTE - BRAULIO E. DUJALI
REGION XI,DAVAO DEL NORTE,CARMEN,VICE MAYOR,,"PERANDOS, MARCHELL",LAKAS,39607,VICE-MAYOR of DAVAO DEL NORTE - CARMEN
REGION XI,DAVAO DEL NORTE,CITY OF PANABO,VICE MAYOR,,"GENTILES, FRANKLIN",PFP,59674,VICE-MAYOR of DAVAO DEL NORTE - CITY OF PANABO
REGION XI,DAVAO DEL NORTE,CITY OF TAGUM,VICE MAYOR,,"ESTABILLO, EVA LORRAINE",PDR,56378,VICE-MAYOR of DAVAO DEL NORTE - CITY OF TAGUM
REGION XI,DAVAO DEL NORTE,ISLAND GARDEN CITY OF SAMAL,VICE MAYOR,,"GUINDOLMAN, CHANG",IND,28658,VICE-MAYOR of DAVAO DEL NORTE - ISLAND GARDEN CITY OF SAMAL
REGION XI,DAVAO DEL NORTE,KAPALONG,VICE MAYOR,,"TIMBOL, TESS",PFP,21674,VICE-MAYOR of DAVAO DEL NORTE - KAPALONG
REGION XI,DAVAO DEL NORTE,NEW CORELLA,VICE MAYOR,,"LAGUMBAY, JUN",PFP,16707,VICE-MAYOR of DAVAO DEL NORTE - NEW CORELLA
REGION XI,DAVAO DEL NORTE,SAN ISIDRO,VICE MAYOR,,"CAFE, DAGDAG",LAKAS,8377,VICE-MAYOR of DAVAO DEL NORTE - SAN ISIDRO
REGION XI,DAVAO DEL NORTE,SANTO TOMAS,VICE MAYOR,,"DEJESICA, ATE-INDAY",LAKAS,29990,VICE-MAYOR of DAVAO DEL NORTE - SANTO TOMAS
REGION XI,DAVAO DEL NORTE,TALAINGOD,VICE MAYOR,,"GIPULLA, DONDON",PFP,5962,VICE-MAYOR of DAVAO DEL NORTE - TALAINGOD
REGION XI,DAVAO DEL SUR,BANSALAN,VICE MAYOR,,"VILLARAIZ, ATTY. KIRBY",IND,20913,VICE-MAYOR of DAVAO DEL SUR - BANSALAN
REGION XI,DAVAO DEL SUR,CITY OF DAVAO,VICE MAYOR,,"DUTERTE, BASTE",HTL,651356,VICE-MAYOR of DAVAO DEL SUR - CITY OF DAVAO
REGION XI,DAVAO DEL SUR,CITY OF DIGOS,VICE MAYOR,,"BAÑA, JOHARI",IND,71426,VICE-MAYOR of DAVAO DEL SUR - CITY OF DIGOS
REGION XI,DAVAO DEL SUR,HAGONOY,VICE MAYOR,,"PADEN, VINCENT ALEXES",NP,18395,VICE-MAYOR of DAVAO DEL SUR - HAGONOY
REGION XI,DAVAO DEL SUR,KIBLAWAN,VICE MAYOR,,"CALMA, JOJO",NPC,13780,VICE-MAYOR of DAVAO DEL SUR - KIBLAWAN
REGION XI,DAVAO DEL SUR,MAGSAYSAY,VICE MAYOR,,"SARANDE, RONIE",NPC,27859,VICE-MAYOR of DAVAO DEL SUR - MAGSAYSAY
REGION XI,DAVAO DEL SUR,MALALAG,VICE MAYOR,,"EMPHASIS, ERVIN",NP,13705,VICE-MAYOR of DAVAO DEL SUR - MALALAG
REGION XI,DAVAO DEL SUR,MATANAO,VICE MAYOR,,"SIAO, HECTOR",NP,18344,VICE-MAYOR of DAVAO DEL SUR - MATANAO
REGION XI,DAVAO DEL SUR,PADADA,VICE MAYOR,,"CARPENTERO, JUWILL",IND,7605,VICE-MAYOR of DAVAO DEL SUR - PADADA
REGION XI,DAVAO DEL SUR,SANTA CRUZ,VICE MAYOR,,"GALLEGO, CHARLOTTE",PMP,23054,VICE-MAYOR of DAVAO DEL SUR - SANTA CRUZ
REGION XI,DAVAO DEL SUR,SULOP,VICE MAYOR,,"VILLEGAS, WILLIE",NP,20689,VICE-MAYOR of DAVAO DEL SUR - SULOP
REGION XI,DAVAO OCCIDENTAL,DON MARCELINO,VICE MAYOR,,"CADULANG, MANA",NPC,10019,VICE-MAYOR of DAVAO OCCIDENTAL - DON MARCELINO
REGION XI,DAVAO OCCIDENTAL,JOSE ABAD SANTOS,VICE MAYOR,,"JOYCE, JAYTWO",PFP,17823,VICE-MAYOR of DAVAO OCCIDENTAL - JOSE ABAD SANTOS
REGION XI,DAVAO OCCIDENTAL,MALITA,VICE MAYOR,,"BAUTISTA, BRADLY",PFP,42198,VICE-MAYOR of DAVAO OCCIDENTAL - MALITA
REGION XI,DAVAO OCCIDENTAL,SANTA MARIA,VICE MAYOR,,"MARISCAL, JOSEPHINE",NPC,24599,VICE-MAYOR of DAVAO OCCIDENTAL - SANTA MARIA
REGION XI,DAVAO OCCIDENTAL,SARANGANI,VICE MAYOR,,"LAGUDAS, MARCIANO",NPC,6716,VICE-MAYOR of DAVAO OCCIDENTAL - SARANGANI
REGION XI,DAVAO ORIENTAL,BAGANGA,VICE MAYOR,,"MACAYRA, KARL",PFP,17917,VICE-MAYOR of DAVAO ORIENTAL - BAGANGA
REGION XI,DAVAO ORIENTAL,BANAYBANAY,VICE MAYOR,,"TEVES, LIEZEL",NP,14065,VICE-MAYOR of DAVAO ORIENTAL - BANAYBANAY
REGION XI,DAVAO ORIENTAL,BOSTON,VICE MAYOR,,"LAMPIG, JP",NP,6089,VICE-MAYOR of DAVAO ORIENTAL - BOSTON
REGION XI,DAVAO ORIENTAL,CARAGA,VICE MAYOR,,"CALIG-ONAN, RICAN",PFP,13557,VICE-MAYOR of DAVAO ORIENTAL - CARAGA
REGION XI,DAVAO ORIENTAL,CATEEL,VICE MAYOR,,"ABELLA, ARISTOTLE",NP,14111,VICE-MAYOR of DAVAO ORIENTAL - CATEEL
REGION XI,DAVAO ORIENTAL,CITY OF MATI,VICE MAYOR,,"RABAT, ENZO",PFP,46640,VICE-MAYOR of DAVAO ORIENTAL - CITY OF MATI
REGION XI,DAVAO ORIENTAL,GOVERNOR GENEROSO,VICE MAYOR,,"INOJALES, XZ MAY",NP,18873,VICE-MAYOR of DAVAO ORIENTAL - GOVERNOR GENEROSO
REGION XI,DAVAO ORIENTAL,LUPON,VICE MAYOR,,"GO, CHRISTIAN CHRENCE",IND,29302,VICE-MAYOR of DAVAO ORIENTAL - LUPON
REGION XI,DAVAO ORIENTAL,MANAY,VICE MAYOR,,"LAHORA, BENJIE",NP,16790,VICE-MAYOR of DAVAO ORIENTAL - MANAY
REGION XI,DAVAO ORIENTAL,SAN ISIDRO,VICE MAYOR,,"MARCOJOS, SHERLYN",NP,12701,VICE-MAYOR of DAVAO ORIENTAL - SAN ISIDRO
REGION XI,DAVAO ORIENTAL,TARRAGONA,VICE MAYOR,,"UY, NESTOR",PFP,11014,VICE-MAYOR of DAVAO ORIENTAL - TARRAGONA
REGION XIII,DINAGAT ISLANDS,BASILISA,VICE MAYOR,,"PIODO, JOJO",LAKAS,8872,VICE-MAYOR of DINAGAT ISLANDS - BASILISA
REGION XIII,DINAGAT ISLANDS,CAGDIANAO,VICE MAYOR,,"LONGOS, DONDON",IND,9609,VICE-MAYOR of DINAGAT ISLANDS - CAGDIANAO
REGION XIII,DINAGAT ISLANDS,DINAGAT,VICE MAYOR,,"EDILLOR, JONATHAN",LAKAS,4954,VICE-MAYOR of DINAGAT ISLANDS - DINAGAT
REGION XIII,DINAGAT ISLANDS,LIBJO,VICE MAYOR,,"CREENCIA, ANDY",LAKAS,6936,VICE-MAYOR of DINAGAT ISLANDS - LIBJO
REGION XIII,DINAGAT ISLANDS,LORETO,VICE MAYOR,,"TAN, BENG-ON",LAKAS,4806,VICE-MAYOR of DINAGAT ISLANDS - LORETO
REGION XIII,DINAGAT ISLANDS,SAN JOSE,VICE MAYOR,,"PASQUIL, RECHARD",LAKAS,7892,VICE-MAYOR of DINAGAT ISLANDS - SAN JOSE
REGION XIII,DINAGAT ISLANDS,TUBAJON,VICE MAYOR,,"SUPLAAG, ZACARIAS",AKBYN,2436,VICE-MAYOR of DINAGAT ISLANDS - TUBAJON
REGION VIII,EASTERN SAMAR,ARTECHE,VICE MAYOR,,"EVARDONE, BOWAD",PFP,7366,VICE-MAYOR of EASTERN SAMAR - ARTECHE
REGION VIII,EASTERN SAMAR,BALANGIGA,VICE MAYOR,,"CALISAY, ARNEL",LAKAS,5091,VICE-MAYOR of EASTERN SAMAR - BALANGIGA
REGION VIII,EASTERN SAMAR,BALANGKAYAN,VICE MAYOR,,"BASCO, ANNE CONTADO",LAKAS,3996,VICE-MAYOR of EASTERN SAMAR - BALANGKAYAN
REGION VIII,EASTERN SAMAR,CAN-AVID,VICE MAYOR,,"BUSA, MODOY",PFP,8284,VICE-MAYOR of EASTERN SAMAR - CAN-AVID
REGION VIII,EASTERN SAMAR,CITY OF BORONGAN,VICE MAYOR,,"TIU SONCO, EMMANUEL",LAKAS,26277,VICE-MAYOR of EASTERN SAMAR - CITY OF BORONGAN
REGION VIII,EASTERN SAMAR,DOLORES,VICE MAYOR,,"CARPESO, NIÑO",PFP,12410,VICE-MAYOR of EASTERN SAMAR - DOLORES
REGION VIII,EASTERN SAMAR,GENERAL MACARTHUR,VICE MAYOR,,"NAVIDAD, BUDDY",PFP,4420,VICE-MAYOR of EASTERN SAMAR - GENERAL MACARTHUR
REGION VIII,EASTERN SAMAR,GIPORLOS,VICE MAYOR,,"GO, CHRISTOPHER",PFP,5539,VICE-MAYOR of EASTERN SAMAR - GIPORLOS
REGION VIII,EASTERN SAMAR,GUIUAN,VICE MAYOR,,"CABACABA-RAMIREZ, VERONICA(PFP",,25384,VICE-MAYOR of EASTERN SAMAR - GUIUAN
REGION VIII,EASTERN SAMAR,HERNANI,VICE MAYOR,,"PONFERRADA, SOCORRO",IND,4277,VICE-MAYOR of EASTERN SAMAR - HERNANI
REGION VIII,EASTERN SAMAR,JIPAPAD,VICE MAYOR,,"AMIGO, OSCAR",PFP,3847,VICE-MAYOR of EASTERN SAMAR - JIPAPAD
REGION VIII,EASTERN SAMAR,LAWAAN,VICE MAYOR,,"INCISO, RAVI PARKER",PFP,6574,VICE-MAYOR of EASTERN SAMAR - LAWAAN
REGION VIII,EASTERN SAMAR,LLORENTE,VICE MAYOR,,"CONDRADA, JONNIE",PFP,6609,VICE-MAYOR of EASTERN SAMAR - LLORENTE
REGION VIII,EASTERN SAMAR,MASLOG,VICE MAYOR,,"SANTIAGO, ZACARIAS",PFP,2929,VICE-MAYOR of EASTERN SAMAR - MASLOG
REGION VIII,EASTERN SAMAR,MAYDOLONG,VICE MAYOR,,"GARFIN, MIMI",IND,5057,VICE-MAYOR of EASTERN SAMAR - MAYDOLONG
REGION VIII,EASTERN SAMAR,MERCEDES,VICE MAYOR,,"CABOS, AUROLINO",AKSYON,2656,VICE-MAYOR of EASTERN SAMAR - MERCEDES
REGION VIII,EASTERN SAMAR,ORAS,VICE MAYOR,,"MUGAS, ADOLFO",LAKAS,12270,VICE-MAYOR of EASTERN SAMAR - ORAS
REGION VIII,EASTERN SAMAR,QUINAPONDAN,VICE MAYOR,,"QUINTO, NORMA",IND,3307,VICE-MAYOR of EASTERN SAMAR - QUINAPONDAN
REGION VIII,EASTERN SAMAR,SALCEDO,VICE MAYOR,,"MACHICA, ATTY. MAY",IND,6712,VICE-MAYOR of EASTERN SAMAR - SALCEDO
REGION VIII,EASTERN SAMAR,SAN JULIAN,VICE MAYOR,,"ESTARON, DENNIS",LAKAS,4726,VICE-MAYOR of EASTERN SAMAR - SAN JULIAN
REGION VIII,EASTERN SAMAR,SAN POLICARPO,VICE MAYOR,,"NICART, MANANG",PFP,6877,VICE-MAYOR of EASTERN SAMAR - SAN POLICARPO
REGION VIII,EASTERN SAMAR,SULAT,VICE MAYOR,,"EVARDONE, DONDON",PFP,8796,VICE-MAYOR of EASTERN SAMAR - SULAT
REGION VIII,EASTERN SAMAR,TAFT,VICE MAYOR,,"DONGALLO, LALA",PFP,7781,VICE-MAYOR of EASTERN SAMAR - TAFT
REGION VI,GUIMARAS,BUENAVISTA,VICE MAYOR,,"BELTRAN, CYRIL",NUP,21902,VICE-MAYOR of GUIMARAS - BUENAVISTA
REGION VI,GUIMARAS,JORDAN,VICE MAYOR,,"NAVA, ANNA PHILIPPA",NUP,14483,VICE-MAYOR of GUIMARAS - JORDAN
REGION VI,GUIMARAS,NUEVA VALENCIA,VICE MAYOR,,"GAMBALAN, MALOT",NUP,15369,VICE-MAYOR of GUIMARAS - NUEVA VALENCIA
REGION VI,GUIMARAS,SAN LORENZO,VICE MAYOR,,"CORDERO, JUN",NUP,8055,VICE-MAYOR of GUIMARAS - SAN LORENZO
REGION VI,GUIMARAS,SIBUNAG,VICE MAYOR,,"SEGOVIA, BOY",IND,6513,VICE-MAYOR of GUIMARAS - SIBUNAG
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,AGUINALDO,VICE MAYOR,,"UCHAYAN, RICKY",NPC,4737,VICE-MAYOR of IFUGAO - AGUINALDO
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,ALFONSO LISTA,VICE MAYOR,,"DOMINGUEZ, AGAPITO JR",NPC,16202,VICE-MAYOR of IFUGAO - ALFONSO LISTA
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,ASIPULO,VICE MAYOR,,"BAHINGAWAN, CLARENCE",IND,6716,VICE-MAYOR of IFUGAO - ASIPULO
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,BANAUE,VICE MAYOR,,"IMMOLIAP, KENDALL PUNG-AO",IND,6776,VICE-MAYOR of IFUGAO - BANAUE
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,HINGYON,VICE MAYOR,,"BULIGON, DELFIN",IND,2485,VICE-MAYOR of IFUGAO - HINGYON
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,HUNGDUAN,VICE MAYOR,,"HAGUYAYAP, ROMEO",IND,3092,VICE-MAYOR of IFUGAO - HUNGDUAN
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,KIANGAN,VICE MAYOR,,"BAGUILAT, MICHELLE ALICE",IND,7167,VICE-MAYOR of IFUGAO - KIANGAN
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,LAGAWE,VICE MAYOR,,"DANGAYO, JUN",NPC,7550,VICE-MAYOR of IFUGAO - LAGAWE
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,LAMUT,VICE MAYOR,,"CHAGUILE, BRIX PAUL",IND,7779,VICE-MAYOR of IFUGAO - LAMUT
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,MAYOYAO,VICE MAYOR,,"CHILAGAN, RUDY JR.",NPC,4063,VICE-MAYOR of IFUGAO - MAYOYAO
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,TINOC,VICE MAYOR,,"TACIO, EFREN",NPC,5143,VICE-MAYOR of IFUGAO - TINOC
REGION I,ILOCOS NORTE,ADAMS,VICE MAYOR,,"BAWINGAN, ERIC",LAKAS,678,VICE-MAYOR of ILOCOS NORTE - ADAMS
REGION I,ILOCOS NORTE,BACARRA,VICE MAYOR,,"VELASCO, DEREK",IND,8562,VICE-MAYOR of ILOCOS NORTE - BACARRA
REGION I,ILOCOS NORTE,BADOC,VICE MAYOR,,"CAJIGAL, GLENND GEORGE",IND,11293,VICE-MAYOR of ILOCOS NORTE - BADOC
REGION I,ILOCOS NORTE,BANGUI,VICE MAYOR,,"SALES, JOSEPH",NP,6166,VICE-MAYOR of ILOCOS NORTE - BANGUI
REGION I,ILOCOS NORTE,BANNA,VICE MAYOR,,"ABADILLA, CARLITO II",NP,9889,VICE-MAYOR of ILOCOS NORTE - BANNA
REGION I,ILOCOS NORTE,BURGOS,VICE MAYOR,,"GARCIA, RUSSELL JENALD",NP,4108,VICE-MAYOR of ILOCOS NORTE - BURGOS
REGION I,ILOCOS NORTE,CARASI,VICE MAYOR,,"GASPAR, MARIEL",IND,921,VICE-MAYOR of ILOCOS NORTE - CARASI
REGION I,ILOCOS NORTE,CITY OF BATAC,VICE MAYOR,,"CHUA, ALBERT",NP,22113,VICE-MAYOR of ILOCOS NORTE - CITY OF BATAC
REGION I,ILOCOS NORTE,CITY OF LAOAG,VICE MAYOR,,"FARIÑAS, CARLOS",PDR,40387,VICE-MAYOR of ILOCOS NORTE - CITY OF LAOAG
REGION I,ILOCOS NORTE,CURRIMAO,VICE MAYOR,,"QUILALA, JUDITH",NP,5389,VICE-MAYOR of ILOCOS NORTE - CURRIMAO
REGION I,ILOCOS NORTE,DINGRAS,VICE MAYOR,,"VALENZUELA, ERDIO",NP,17553,VICE-MAYOR of ILOCOS NORTE - DINGRAS
REGION I,ILOCOS NORTE,DUMALNEG,VICE MAYOR,,"ESPIRITU, FRAINCESS KWYN",NP,1603,VICE-MAYOR of ILOCOS NORTE - DUMALNEG
REGION I,ILOCOS NORTE,MARCOS,VICE MAYOR,,"COLOMA, ALLAN",NP,6468,VICE-MAYOR of ILOCOS NORTE - MARCOS
REGION I,ILOCOS NORTE,NUEVA ERA,VICE MAYOR,,"GARVIDA, CAROLINE",NP,5419,VICE-MAYOR of ILOCOS NORTE - NUEVA ERA
REGION I,ILOCOS NORTE,PAGUDPUD,VICE MAYOR,,"CALVAN, BINGBONG",NP,8878,VICE-MAYOR of ILOCOS NORTE - PAGUDPUD
REGION I,ILOCOS NORTE,PAOAY,VICE MAYOR,,"BUDUAN, LEAH",NP,6104,VICE-MAYOR of ILOCOS NORTE - PAOAY
REGION I,ILOCOS NORTE,PASUQUIN,VICE MAYOR,,"AGUINALDO, HARRY KITT",NP,11822,VICE-MAYOR of ILOCOS NORTE - PASUQUIN
