Last Name,First Name,Middle Name,Title,Full Name,Position,Party,Year,Province,City,Region,Sex
SAQUETON,ISAGANI,R.,,"SAQUETON, ISAGANI R.",VICE MAYOR,PMP,2001,MASBATE,MONREAL,,M
ESCOREL,GLENDA,A.,,"ESCOREL, GLENDA A.",COUNCILOR,NPC,2001,MASBATE,MONREAL,,F
AZARES,ELY,C.,,"AZARES, ELY C.",COUNCILOR,NPC,2001,MASBATE,MONREAL,,M
SATURNINO,VICKY,R.,,"SATURNINO, VICKY R.",COUNCILOR,PMP,2001,MASBATE,MONREAL,,F
ESPAÑOL,DODGIE,A.,,"ESPAÑOL, DODGIE A.",COUNCILOR,NPC,2001,MASBATE,MONREAL,,M
BARTOLAY,WILLY,R.,,"BARTOLAY, WILLY R.",COUNCILOR,NPC,2001,MASBATE,MONREAL,,M
CANTELA,MARCO,C.,,"CANTELA, MARCO C.",COUNCILOR,NPC,2001,MASBATE,MONREAL,,M
VILLAMOR,ROQUITO,L.,,"VILLAMOR, ROQUITO L.",COUNCILOR,NPC,2001,MASBATE,MONREAL,,M
ALMORADIE,RAFAEL JR.,V.,,"ALMORADIE, RAFAEL JR. V.",COUNCILOR,PMP,2001,MASBATE,MONREAL,,M
ALVAREZ,RUDY,L.,,"ALVAREZ, RUDY L.",MAYOR,LAKAS NUCD-UMDP,2001,MASBATE,PALANAS,,M
TIONG,JOSE,L.,,"TIONG, JOSE L.",VICE MAYOR,REPORMA,2001,MASBATE,PALANAS,,M
BRIOSO,PEDRO,S.,,"BRIOSO, PEDRO S.",COUNCILOR,REPORMA-LM,2001,MASBATE,PALANAS,,M
ZARAGOZA,NANCY,A.,,"ZARAGOZA, NANCY A.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PALANAS,,F
TAMAYO,ADOLFO,C.,,"TAMAYO, ADOLFO C.",COUNCILOR,REPORMA-LM,2001,MASBATE,PALANAS,,M
CAMACHO,PURISIMO,A.,,"CAMACHO, PURISIMO A.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PALANAS,,M
SON,ALFONSO JR.,S.,,"SON, ALFONSO JR. S.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PALANAS,,M
TAMAYO,SALATIEL,C.,,"TAMAYO, SALATIEL C.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PALANAS,,M
PALACIO,RUDY,V.,,"PALACIO, RUDY V.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PALANAS,,M
ATACADOR,ROMEO,T.,,"ATACADOR, ROMEO T.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PALANAS,,M
AVILA,SIMPLICIO JR.,M.,,"AVILA, SIMPLICIO JR. M.",MAYOR,LAKAS NUCD-UMDP,2001,MASBATE,PIO V. CORPUZ,,M
MAJUCA,REBECCA,C.,,"MAJUCA, REBECCA C.",VICE MAYOR,LAKAS NUCD-UMDP,2001,MASBATE,PIO V. CORPUZ,,F
DELA PEÑA,CORAZON,G.,,"DELA PEÑA, CORAZON G.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PIO V. CORPUZ,,F
LEPASANA,ALLAN,T.,,"LEPASANA, ALLAN T.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PIO V. CORPUZ,,M
LETRAGO,TEOFILA,C.,,"LETRAGO, TEOFILA C.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PIO V. CORPUZ,,F
MONTERDE,NESTOR,A.,,"MONTERDE, NESTOR A.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PIO V. CORPUZ,,M
BENDEBEL,RODOLFO,P.,,"BENDEBEL, RODOLFO P.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PIO V. CORPUZ,,M
DOLLISON,VICTORINO IV,M.,,"DOLLISON, VICTORINO IV M.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PIO V. CORPUZ,,M
ABLAZA,ISIDRO,M.,,"ABLAZA, ISIDRO M.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PIO V. CORPUZ,,M
MAHINAY,JEVERSON,F.,,"MAHINAY, JEVERSON F.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PIO V. CORPUZ,,M
ESTOLINO,CARLOS,C.,,"ESTOLINO, CARLOS C.",MAYOR,REPORMA-LM,2001,MASBATE,PLACER,,M
LIM,LILY,C.,,"LIM, LILY C.",VICE MAYOR,REPORMA-LM,2001,MASBATE,PLACER,,F
PONCE,FELIX,B.,,"PONCE, FELIX B.",COUNCILOR,REPORMA-LM,2001,MASBATE,PLACER,,M
MORALES,ERAÑO,R.,,"MORALES, ERAÑO R.",COUNCILOR,REPORMA-LM,2001,MASBATE,PLACER,,M
QUILONG-QUILONG,ALITO,D.,,"QUILONG-QUILONG, ALITO D.",COUNCILOR,REPORMA-LM,2001,MASBATE,PLACER,,M
SY,DIOSCORO,S.,,"SY, DIOSCORO S.",COUNCILOR,INDEPENDENT,2001,MASBATE,PLACER,,M
PORTICOS,ANTONIO,M.,,"PORTICOS, ANTONIO M.",COUNCILOR,REPORMA-LM,2001,MASBATE,PLACER,,M
MONTEJO,ELMER,T.,,"MONTEJO, ELMER T.",COUNCILOR,REPORMA-LM,2001,MASBATE,PLACER,,M
VERSALES,GODOFREDO,Y.,,"VERSALES, GODOFREDO Y.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PLACER,,M
MACALALAG,BEN,V.,,"MACALALAG, BEN V.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,PLACER,,M
BUNAN,HELEN,L.,,"BUNAN, HELEN L.",MAYOR,PMP,2001,MASBATE,SAN FERNANDO,,F
LIM,LUZ,S.,,"LIM, LUZ S.",VICE MAYOR,PMP,2001,MASBATE,SAN FERNANDO,,F
AMANTE,MERLINA,C.,,"AMANTE, MERLINA C.",COUNCILOR,NPC,2001,MASBATE,SAN FERNANDO,,F
CANTRE,RODOLFO,C.,,"CANTRE, RODOLFO C.",COUNCILOR,NPC,2001,MASBATE,SAN FERNANDO,,M
SINGSON,TERESITA,R.,,"SINGSON, TERESITA R.",COUNCILOR,PMP,2001,MASBATE,SAN FERNANDO,,F
AREVALO,NOLI,A.,,"AREVALO, NOLI A.",COUNCILOR,PMP,2001,MASBATE,SAN FERNANDO,,M
ALTAREJOS,NICOLAS,B.,,"ALTAREJOS, NICOLAS B.",COUNCILOR,NPC,2001,MASBATE,SAN FERNANDO,,M
ESPEJON,ROMEO,L.,,"ESPEJON, ROMEO L.",COUNCILOR,NPC,2001,MASBATE,SAN FERNANDO,,M
IBAÑEZ,MERLY,A.,,"IBAÑEZ, MERLY A.",COUNCILOR,NPC,2001,MASBATE,SAN FERNANDO,,F
MEDINA,JOJIT,B.,,"MEDINA, JOJIT B.",COUNCILOR,INDEPENDENT,2001,MASBATE,SAN FERNANDO,,M
ESPINOSA,EMILIO ARIS,V.,,"ESPINOSA, EMILIO ARIS V.",MAYOR,NPC,2001,MASBATE,SAN JACINTO,,M
YAP,SANTIAGO JR.,S.,,"YAP, SANTIAGO JR. S.",VICE MAYOR,PMP,2001,MASBATE,SAN JACINTO,,M
ALTICHE,JOSE,A.,,"ALTICHE, JOSE A.",COUNCILOR,NPC,2001,MASBATE,SAN JACINTO,,M
ESPLANA,NONITA,D.,,"ESPLANA, NONITA D.",COUNCILOR,NPC,2001,MASBATE,SAN JACINTO,,F
VERSOZA,VERNON,C.,,"VERSOZA, VERNON C.",COUNCILOR,NPC,2001,MASBATE,SAN JACINTO,,M
LLACER,EMILIO,G.,,"LLACER, EMILIO G.",COUNCILOR,PMP,2001,MASBATE,SAN JACINTO,,M
ALMINE,MANUEL SR.,C.,,"ALMINE, MANUEL SR. C.",COUNCILOR,NPC,2001,MASBATE,SAN JACINTO,,M
ANABE,JOLLY,D.,,"ANABE, JOLLY D.",COUNCILOR,PMP,2001,MASBATE,SAN JACINTO,,F
DEJUMO,DANNY,A.,,"DEJUMO, DANNY A.",COUNCILOR,NPC,2001,MASBATE,SAN JACINTO,,M
REAL,ANGEL,B.,,"REAL, ANGEL B.",COUNCILOR,INDEPENDENT,2001,MASBATE,SAN JACINTO,,M
LAZARO,ZACARINA,A.,,"LAZARO, ZACARINA A.",MAYOR,LAKAS NUCD-UMDP,2001,MASBATE,SAN PASCUAL,,F
EVANGELISTA,NAZARENO,R.,,"EVANGELISTA, NAZARENO R.",VICE MAYOR,REPORMA-LM,2001,MASBATE,SAN PASCUAL,,M
BASA,MARIO,H.,,"BASA, MARIO H.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,SAN PASCUAL,,M
LISTONES,ROMEO,P.,,"LISTONES, ROMEO P.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,SAN PASCUAL,,M
FUENTES,MARIO,DV.,,"FUENTES, MARIO DV.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,SAN PASCUAL,,M
ATIZALA,REYNANTE,V.,,"ATIZALA, REYNANTE V.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,SAN PASCUAL,,M
DELA CRUZ,FIDEL,R.,,"DELA CRUZ, FIDEL R.",COUNCILOR,REPORMA-LM,2001,MASBATE,SAN PASCUAL,,M
TENORIO,DAVID,R.,,"TENORIO, DAVID R.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,SAN PASCUAL,,M
VILLAPAÑE,GONZALES,M.,,"VILLAPAÑE, GONZALES M.",COUNCILOR,INDEPENDENT,2001,MASBATE,SAN PASCUAL,,M
DUMA-O,PERCEDITA,S.,,"DUMA-O, PERCEDITA S.",COUNCILOR,NPC,2001,MASBATE,SAN PASCUAL,,F
SANCHEZ,SALVADORA,O.,,"SANCHEZ, SALVADORA O.",MAYOR,INDEPENDENT,2001,MASBATE,USON,,F
QUIDATO,ARNEL,D.,,"QUIDATO, ARNEL D.",VICE MAYOR,REPORMA-LM,2001,MASBATE,USON,,M
VILLAMOR,RODOLFO,C.,,"VILLAMOR, RODOLFO C.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,USON,,M
CAPELLAN,LUCIANO JR.,S.,,"CAPELLAN, LUCIANO JR. S.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,USON,,M
BANDOL,NONILON,S.,,"BANDOL, NONILON S.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,USON,,M
BAYAGA,SANICAR,M.,,"BAYAGA, SANICAR M.",COUNCILOR,REPORMA-LM,2001,MASBATE,USON,,M
MERDEGIA,ROQUE,V.,,"MERDEGIA, ROQUE V.",COUNCILOR,LAKAS NUCD-UMDP,2001,MASBATE,USON,,M
MORAN,ANILONA,P.,,"MORAN, ANILONA P.",COUNCILOR,NPC,2001,MASBATE,USON,,F
MARCAIDA,NOLI,N.,,"MARCAIDA, NOLI N.",COUNCILOR,INDEPENDENT,2001,MASBATE,USON,,M
GONZALES,MANUEL,A.,,"GONZALES, MANUEL A.",COUNCILOR,REPORMA-LM,2001,MASBATE,USON,,M
FALCOTELO,CELSO,F.,,"FALCOTELO, CELSO F.",MAYOR,LAKAS NUCD-UMDP,2001,SORSOGON,BARCELONA,,M
ESTOPACE,CIPRIANO,F.,,"ESTOPACE, CIPRIANO F.",VICE MAYOR,LAKAS NUCD-UMDP,2001,SORSOGON,BARCELONA,,M
PARAS,JOSEPH MARK,M.,,"PARAS, JOSEPH MARK M.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,BARCELONA,,M
FORTADES,LARRY,F.,,"FORTADES, LARRY F.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,BARCELONA,,M
ESMERIA,ISABEL,D.,,"ESMERIA, ISABEL D.",COUNCILOR,INDEPENDENT,2001,SORSOGON,BARCELONA,,F
FUENZALIDA,ANTONIO,F.,,"FUENZALIDA, ANTONIO F.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,BARCELONA,,M
ENCINARES,NESTOR,E.,,"ENCINARES, NESTOR E.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,BARCELONA,,M
GALAROSA,RODRIGO,D.,,"GALAROSA, RODRIGO D.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,BARCELONA,,M
FIGUEROA,EVELYN,F.,,"FIGUEROA, EVELYN F.",COUNCILOR,LP,2001,SORSOGON,BARCELONA,,F
DIAZ,ROMELITO,T.,,"DIAZ, ROMELITO T.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,BARCELONA,,M
DE CASTRO,GUILLERMO,O.,,"DE CASTRO, GUILLERMO O.",MAYOR,LDP,2001,SORSOGON,BULAN,,M
GONZALES,TOBY,A.,,"GONZALES, TOBY A.",VICE MAYOR,LDP,2001,SORSOGON,BULAN,,M
GILANA,ANTONIO,G.,,"GILANA, ANTONIO G.",COUNCILOR,LDP,2001,SORSOGON,BULAN,,M
BALLESTEROS,NELLY,G.,,"BALLESTEROS, NELLY G.",COUNCILOR,INDEPENDENT,2001,SORSOGON,BULAN,,M
TAN,JOSE,G.,,"TAN, JOSE G.",COUNCILOR,LDP,2001,SORSOGON,BULAN,,M
GILBAS,SERAFIN,B.,,"GILBAS, SERAFIN B.",COUNCILOR,LDP,2001,SORSOGON,BULAN,,M
GERONGA,AUGUSTO,G.,,"GERONGA, AUGUSTO G.",COUNCILOR,LDP,2001,SORSOGON,BULAN,,M
GORDOLA,ESTELITO,L.,,"GORDOLA, ESTELITO L.",COUNCILOR,LDP,2001,SORSOGON,BULAN,,M
GOCOYO,RONALDO,M.,,"GOCOYO, RONALDO M.",COUNCILOR,INDEPENDENT,2001,SORSOGON,BULAN,,M
BURIAS,ELMER,C.,,"BURIAS, ELMER C.",COUNCILOR,LDP,2001,SORSOGON,BULAN,,M
GUYSAYKO,JUAN,G.,,"GUYSAYKO, JUAN G.",MAYOR,LAKAS NUCD-UMDP,2001,SORSOGON,BULUSAN,,M
FORTADES,NELLY,G.,,"FORTADES, NELLY G.",VICE MAYOR,LDP,2001,SORSOGON,BULUSAN,,F
RAGASA,WESTMORELAND,G.,,"RAGASA, WESTMORELAND G.",COUNCILOR,LDP,2001,SORSOGON,BULUSAN,,M
FREO,DANILO,G.,,"FREO, DANILO G.",COUNCILOR,LDP,2001,SORSOGON,BULUSAN,,M
YAP,VICENTE,G.,,"YAP, VICENTE G.",COUNCILOR,LDP,2001,SORSOGON,BULUSAN,,M
GABITO,ROQUE,G.,,"GABITO, ROQUE G.",COUNCILOR,LDP,2001,SORSOGON,BULUSAN,,M
BAÑARES,MANUEL,-,,"BAÑARES, MANUEL -",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,BULUSAN,,M
REGALARIO,EUGENIO,R.,,"REGALARIO, EUGENIO R.",COUNCILOR,LDP,2001,SORSOGON,BULUSAN,,M
FRADES,CELESTINO,F.,,"FRADES, CELESTINO F.",COUNCILOR,LDP,2001,SORSOGON,BULUSAN,,M
FRAYNA,MENANDRO,F.,,"FRAYNA, MENANDRO F.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,BULUSAN,,M
HAMOR,JOSE EDWIN,B.,,"HAMOR, JOSE EDWIN B.",MAYOR,LAKAS NUCD-UMDP,2001,SORSOGON,CASIGURAN,,M
GARCIA,ROMEO,E.,,"GARCIA, ROMEO E.",VICE MAYOR,NPC,2001,SORSOGON,CASIGURAN,,M
ESCUDERO,RAMON,B.,,"ESCUDERO, RAMON B.",COUNCILOR,NPC,2001,SORSOGON,CASIGURAN,,M
HIBO,CLODUALDO,F.,,"HIBO, CLODUALDO F.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,CASIGURAN,,M
HAYAGAN,NELLY,G.,,"HAYAGAN, NELLY G.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,CASIGURAN,,F
HAMTO,LORETO,G.,,"HAMTO, LORETO G.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,CASIGURAN,,M
HAPAL,LICILO JR.,B.,,"HAPAL, LICILO JR. B.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,CASIGURAN,,M
ABOTANATIN,REY,D.,,"ABOTANATIN, REY D.",COUNCILOR,NPC,2001,SORSOGON,CASIGURAN,,M
SAN JOAQUIN,LOURDES,H.,,"SAN JOAQUIN, LOURDES H.",COUNCILOR,NPC,2001,SORSOGON,CASIGURAN,,F
ELONA,ANTONIO,B.,,"ELONA, ANTONIO B.",COUNCILOR,NPC,2001,SORSOGON,CASIGURAN,,M
LAURINARIA,RENATO,G.,,"LAURINARIA, RENATO G.",MAYOR,NPC,2001,SORSOGON,CASTILLA,,M
HAO,JOSE,M.,,"HAO, JOSE M.",VICE MAYOR,NPC,2001,SORSOGON,CASTILLA,,M
LORENZANO,HERMINIA,M.,,"LORENZANO, HERMINIA M.",COUNCILOR,NPC,2001,SORSOGON,CASTILLA,,F
ASTAÑO,VICENTE,A.,,"ASTAÑO, VICENTE A.",COUNCILOR,NPC,2001,SORSOGON,CASTILLA,,M
BINADAY,AMALIA,P.,,"BINADAY, AMALIA P.",COUNCILOR,NPC,2001,SORSOGON,CASTILLA,,F
DARO,DIONISIO,E.,,"DARO, DIONISIO E.",COUNCILOR,NPC,2001,SORSOGON,CASTILLA,,M
CAÑO,CICERO,T.,,"CAÑO, CICERO T.",COUNCILOR,NPC,2001,SORSOGON,CASTILLA,,M
MENDOZA,ISAGANI,B.,,"MENDOZA, ISAGANI B.",COUNCILOR,LP,2001,SORSOGON,CASTILLA,,M
BITANCUR,LILIA,N.,,"BITANCUR, LILIA N.",COUNCILOR,NPC,2001,SORSOGON,CASTILLA,,F
DIAZ,FELIXBERTO,R.,,"DIAZ, FELIXBERTO R.",COUNCILOR,NPC,2001,SORSOGON,CASTILLA,,M
ALCANTARA,JEROME,F.,,"ALCANTARA, JEROME F.",MAYOR,NPC,2001,SORSOGON,DONSOL,,M
OCAYA,SALVE,R.,,"OCAYA, SALVE R.",VICE MAYOR,LDP,2001,SORSOGON,DONSOL,,F
MERCIALES,ANTONIO,R.,,"MERCIALES, ANTONIO R.",COUNCILOR,LDP,2001,SORSOGON,DONSOL,,M
NATO,NICOLAS,A.,,"NATO, NICOLAS A.",COUNCILOR,LDP,2001,SORSOGON,DONSOL,,M
BONAOBRA,VICENTE,B.,,"BONAOBRA, VICENTE B.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,DONSOL,,M
PERALTA,LAILANY,C.,,"PERALTA, LAILANY C.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,DONSOL,,F
RICO,ALEJANDRO,L.,,"RICO, ALEJANDRO L.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,DONSOL,,M
HERNANDEZ,ARGEL,DV.,,"HERNANDEZ, ARGEL DV.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,DONSOL,,F
ABITRIA,ARMANDO,C.,,"ABITRIA, ARMANDO C.",COUNCILOR,NPC,2001,SORSOGON,DONSOL,,M
ADVINCULA,ZALDY,A.,,"ADVINCULA, ZALDY A.",COUNCILOR,LDP,2001,SORSOGON,DONSOL,,M
RAMOS,GEOGRACIAS JR.,B.,,"RAMOS, GEOGRACIAS JR. B.",MAYOR,AKSYON,2001,SORSOGON,GUBAT,,M
HAPA,RODOLFO,Q.,,"HAPA, RODOLFO Q.",VICE MAYOR,LAKAS NUCD-UMDP,2001,SORSOGON,GUBAT,,M
PURA,DANILO,J.,,"PURA, DANILO J.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,GUBAT,,M
ESCANDOR,MA THERESA,S.,,"ESCANDOR, MA THERESA S.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,GUBAT,,F
VIVO,DOMINADOR,A.,,"VIVO, DOMINADOR A.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,GUBAT,,M
ESTOCADO,ELENA,E.,,"ESTOCADO, ELENA E.",COUNCILOR,LP,2001,SORSOGON,GUBAT,,F
FLORES,EDUARDO,R.,,"FLORES, EDUARDO R.",COUNCILOR,INDEPENDENT,2001,SORSOGON,GUBAT,,M
ERMINO,ELEONOR,P.,,"ERMINO, ELEONOR P.",COUNCILOR,LP,2001,SORSOGON,GUBAT,,F
ENCINARES,RAMON,G.,,"ENCINARES, RAMON G.",COUNCILOR,LP,2001,SORSOGON,GUBAT,,M
ESTAJERA,SIXTO,F.,,"ESTAJERA, SIXTO F.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,GUBAT,,M
GONZALES,MA LILIA,B.,,"GONZALES, MA LILIA B.",MAYOR,LAKAS NUCD-UMDP,2001,SORSOGON,IROSIN,,F
MICHELENA,JOSE,G.,,"MICHELENA, JOSE G.",VICE MAYOR,LAKAS NUCD-UMDP,2001,SORSOGON,IROSIN,,M
APIL,TEODORO,D.,,"APIL, TEODORO D.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,IROSIN,,M
MICHELENA,MELCHOR,DO.,,"MICHELENA, MELCHOR DO.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,IROSIN,,M
LIM,CHRISTIAN,D.,,"LIM, CHRISTIAN D.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,IROSIN,,M
FRIVALDO,MAXIMO,T.,,"FRIVALDO, MAXIMO T.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,IROSIN,,M
BALAORO,YOLANDA,A.,,"BALAORO, YOLANDA A.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,IROSIN,,F
FUTALAN,LUZ,S.,,"FUTALAN, LUZ S.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,IROSIN,,F
GARCIAS,ERWIN NICOLAS,R.,,"GARCIAS, ERWIN NICOLAS R.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,IROSIN,,M
CIELO,ALFREDO JR.,J.,,"CIELO, ALFREDO JR. J.",COUNCILOR,LP,2001,SORSOGON,IROSIN,,M
FRAGATA,MA TERESA,G.,,"FRAGATA, MA TERESA G.",MAYOR,LAKAS NUCD-UMDP,2001,SORSOGON,JUBAN,,F
ALINDOGAN,ARISTEO,H.,,"ALINDOGAN, ARISTEO H.",VICE MAYOR,LDP,2001,SORSOGON,JUBAN,,M
HABOC,WIMORE,E.,,"HABOC, WIMORE E.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,JUBAN,,M
DESPER,EDGAR,B.,,"DESPER, EDGAR B.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,JUBAN,,M
MELITANTE,GIL,G.,,"MELITANTE, GIL G.",COUNCILOR,LDP,2001,SORSOGON,JUBAN,,M
JAYCO,CONCEPCION,H.,,"JAYCO, CONCEPCION H.",COUNCILOR,LDP,2001,SORSOGON,JUBAN,,F
GUALVEZ,MANUEL,M.,,"GUALVEZ, MANUEL M.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,JUBAN,,M
OLIVARIA,ROMEO,G.,,"OLIVARIA, ROMEO G.",COUNCILOR,LDP,2001,SORSOGON,JUBAN,,M
GRAJO,NATHANIEL,O.,,"GRAJO, NATHANIEL O.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,JUBAN,,M
AYO,ALFREDO JR.,D.,,"AYO, ALFREDO JR. D.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,JUBAN,,M
CARRANZA,ROQUE,L.,,"CARRANZA, ROQUE L.",MAYOR,NPC,2001,SORSOGON,MAGALLANES,,M
CARRASCAL,HILARIO JR.,A.,,"CARRASCAL, HILARIO JR. A.",VICE MAYOR,NPC,2001,SORSOGON,MAGALLANES,,M
BUBAN,ROMEO,L.,,"BUBAN, ROMEO L.",COUNCILOR,NPC,2001,SORSOGON,MAGALLANES,,M
ARAMBULO,ALLEN,A.,,"ARAMBULO, ALLEN A.",COUNCILOR,NPC,2001,SORSOGON,MAGALLANES,,M
CABUG,JESUS JR.,S.,,"CABUG, JESUS JR. S.",COUNCILOR,NPC,2001,SORSOGON,MAGALLANES,,M
LABALAN,EDMUNDO,M.,,"LABALAN, EDMUNDO M.",COUNCILOR,NPC,2001,SORSOGON,MAGALLANES,,M
CHEW,GERRY,S.,,"CHEW, GERRY S.",COUNCILOR,LDP,2001,SORSOGON,MAGALLANES,,M
ALEJO,DELFIN,L.,,"ALEJO, DELFIN L.",COUNCILOR,NPC,2001,SORSOGON,MAGALLANES,,M
MORTEGA,ROBERTO,L.,,"MORTEGA, ROBERTO L.",COUNCILOR,NPC,2001,SORSOGON,MAGALLANES,,M
TEODORO,VICTOR,R.,,"TEODORO, VICTOR R.",COUNCILOR,LDP,2001,SORSOGON,MAGALLANES,,M
SO,GUILLERMO,G.,,"SO, GUILLERMO G.",MAYOR,PMP,2001,SORSOGON,MATNOG,,M
BISCO,PIO PATERNO,B.,,"BISCO, PIO PATERNO B.",VICE MAYOR,PMP,2001,SORSOGON,MATNOG,,M
ESTRELON,CARLOS JR.,G.,,"ESTRELON, CARLOS JR. G.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,MATNOG,,M
GATA,JAIME,G.,,"GATA, JAIME G.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,MATNOG,,M
UBALDO,UBALDO,M.,,"UBALDO, UBALDO M.",COUNCILOR,PMP,2001,SORSOGON,MATNOG,,M
GARALDE,ROMEO,G.,,"GARALDE, ROMEO G.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,MATNOG,,M
DULAY,RECTO,G.,,"DULAY, RECTO G.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,MATNOG,,M
GARCERA,MELCHOR,G.,,"GARCERA, MELCHOR G.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,MATNOG,,M
GARRIDO,ROMEO,G.,,"GARRIDO, ROMEO G.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,MATNOG,,M
AZUL,ALVIN,U.,,"AZUL, ALVIN U.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,MATNOG,,M
SIA,ROSEMARIE,LH.,,"SIA, ROSEMARIE LH.",MAYOR,NPC,2001,SORSOGON,PILAR,,F
LEOSALA,LUIS,P.,,"LEOSALA, LUIS P.",VICE MAYOR,LDP,2001,SORSOGON,PILAR,,M
CAS,LYDIA,M.,,"CAS, LYDIA M.",COUNCILOR,NPC,2001,SORSOGON,PILAR,,F
SY-REYES,DENNIS,A.,,"SY-REYES, DENNIS A.",COUNCILOR,NPC,2001,SORSOGON,PILAR,,M
PEREZ,JONATHAN,R.,,"PEREZ, JONATHAN R.",COUNCILOR,NPC,2001,SORSOGON,PILAR,,M
MADRILEJOS,NELSON,C.,,"MADRILEJOS, NELSON C.",COUNCILOR,NPC,2001,SORSOGON,PILAR,,M
BOTIN,FRANCES MARIE,L.,,"BOTIN, FRANCES MARIE L.",COUNCILOR,INDEPENDENT,2001,SORSOGON,PILAR,,F
ABOGADO,TELESFORO,G.,,"ABOGADO, TELESFORO G.",COUNCILOR,LAKAS NUCD-UMDP,2001,SORSOGON,PILAR,,M
RUBIO,MONINA,M.,,"RUBIO, MONINA M.",COUNCILOR,NPC,2001,SORSOGON,PILAR,,F
TEE,JULIUS,N.,,"TEE, JULIUS N.",COUNCILOR,NPC,2001,SORSOGON,PILAR,,M
DOMA,BENITO,L.,,"DOMA, BENITO L.",MAYOR,LAKAS NUCD-UMDP,2001,SORSOGON,PRIETO DIAZ,,M
DOMASIAN,RENE,D.,,"DOMASIAN, RENE D.",VICE MAYOR,LAKAS NUCD-UMDP,2001,SORSOGON,PRIETO DIAZ,,M
