Year,Position,Last,Given,Sex
2013,VICE MAYOR,RAGADIO,LUGIL,M
2013,COUNCILOR,GONZALES,CESMUNDO,M
2013,COUNCILOR,CANTIL,NORMAN,M
2013,COUNCILOR,EVANGELISTA,LESTER,M
2013,COUNCILOR,ARLANTICO,JOVY,M
2013,COUNCILOR,EVANGELISTA,CRISTY,M
2013,COUNCILOR,GARCIA,ODON,M
2013,COUNCILOR,FABROS,NILFREDO,M
2013,COUNCILOR,RIZADO,JOSE,M
2013,MAYOR,FARIÑAS,CAROLYN,F
2013,VICE MAYOR,TORRES,ROBERT,M
2013,COUNCILOR,FARRALES,LEO,M
2013,COUNCILOR,CORPUS,LYNN,F
2013,COUNCILOR,QUIBA,MARY,F
2013,COUNCILOR,ABLIAN,RAMIL,M
2013,COUNCILOR,FORTIN,BONIFACIO,M
2013,COUNCILOR,ABIVA,MANUEL,M
2013,COUNCILOR,CORPUZ,HONOFRE,M
2013,COUNCILOR,FAMULERAS,FERDINAND,M
2013,MAYOR,RODRIGUEZ,JOSE,M
2013,VICE MAYOR,SORIA,ELVIS,M
2013,COUNCILOR,DALUPANG,GERALDO,M
2013,COUNCILOR,CANLAS,IRENE,F
2013,COUNCILOR,FABUNAN,DANIEL,M
2013,COUNCILOR,MANANGAN,GEORGE,M
2013,COUNCILOR,ABELON,APOLINARIO,M
2013,COUNCILOR,ILAO,LORNA,F
2013,COUNCILOR,RODRIGUEZ,CECILIA,F
2013,COUNCILOR,RAVELO,MARLON,M
2013,MAYOR,LIM,PETER,M
2013,VICE MAYOR,RAYMAN,ELIZABETH,F
2013,COUNCILOR,MAYBITUIN,MENANDRO,M
2013,COUNCILOR,ABINSAY,FERDINAND,M
2013,COUNCILOR,LIGSAY,LENDYL,M
2013,COUNCILOR,CABILES,RONALD,M
2013,COUNCILOR,PAZ,BIENVENIDO,M
2013,COUNCILOR,FABILEÑA,EUGENE,M
2013,COUNCILOR,TORRES,ADOR,M
2013,COUNCILOR,ALVARADO,DAN,M
2013,MAYOR,MARTY,CONSOLACION,F
2013,VICE MAYOR,MANIAGO,MIGUEL,M
2013,COUNCILOR,MATIBAG,MA.,F
2013,COUNCILOR,MISOLA,KRISTAN,M
2013,COUNCILOR,BEJASA,ROBERTO,M
2013,COUNCILOR,MISA,MELVIN,M
2013,COUNCILOR,MERCURIO,ROLANDO,M
2013,COUNCILOR,AMOG,ROGELIO,M
2013,COUNCILOR,MERCED,DANILO,M
2013,MAYOR,KHONGHUN,JEFFERSON,M
2013,VICE MAYOR,SIMBOL,LAURO,M
2013,COUNCILOR,FELARCA,WILFREDO,M
2013,COUNCILOR,ROCAFOR,ELIZALDE,M
2013,COUNCILOR,DELA CRUZ,REYNALDO,M
2013,COUNCILOR,AMPUNIN,ROLANDO,M
2013,COUNCILOR,SARMIENTO,RUEL,M
2013,COUNCILOR,LACBAIN,ORLANDO,M
2013,COUNCILOR,DELGADO,ROBERTO,M
2013,COUNCILOR,LAZARO,LEONCIO,M
2013,MAYOR,REYES,DANIEL,M
2013,VICE MAYOR,ENCARNACION,DOMINGO,M
2013,COUNCILOR,CARINGAL,EDGAR,M
2013,COUNCILOR,ENRIQUEZ,LEONARDA,F
2013,COUNCILOR,FAJARDO-ROQUE,ROSEMELYN,F
2013,COUNCILOR,REYES,ALBERTO,M
2013,COUNCILOR,MARTINEZ,MAY,F
2013,COUNCILOR,MENDOZA,AARON,M
2013,COUNCILOR,BALBA,NOLASCO,M
2013,COUNCILOR,HERNANDEZ,CONSTANTINO,M
2013,MAYOR,ANDAL,ANTHONY,M
2013,VICE MAYOR,MARASIGAN,DONALD,M
2013,COUNCILOR,PONGGOS,EDILBERTO,M
2013,COUNCILOR,ABRIGO,MANUEL,M
2013,COUNCILOR,ILAGAN,RUBEN,M
2013,COUNCILOR,BORROMEO,GERALDINE,F
2013,COUNCILOR,DIMACULANGAN,ERWIN,M
2013,COUNCILOR,ADAJAR,FLORO,M
2013,COUNCILOR,ILAGAN,DIONISIO,M
2013,COUNCILOR,REYES,BERNARDO,M
2013,MAYOR,FRONDA,EMMANUEL,M
2013,VICE MAYOR,ARADA,JOEL,M
2013,COUNCILOR,MACALINDONG,RODEL,M
2013,COUNCILOR,FRONDA,EMMANUEL,M
2013,COUNCILOR,CASTELO,ROMEL,M
2013,COUNCILOR,ANDAL,JASMIN,F
2013,COUNCILOR,ESPERON,CRISTETA,F
2013,COUNCILOR,PAMINTUAN,DANILO,M
2013,COUNCILOR,ABIAD,RITA,F
2013,COUNCILOR,RAMOS,FRANCISCO,M
2013,MAYOR,HIDALGO,LEOVINO,M
2013,VICE MAYOR,MARALIT,WILSON,M
2013,COUNCILOR,ROXAS,ROGER,M
2013,COUNCILOR,GARCIA,GRACIANO,M
2013,COUNCILOR,PAYO,ALVIN,M
2013,COUNCILOR,ENCALLADO,RODANTE,M
2013,COUNCILOR,DE OCAMPO,JOSE,M
2013,COUNCILOR,LAS,LUDINO,M
2013,COUNCILOR,MAYA,GILBERTO,M
2013,COUNCILOR,MARALIT,LORETO,M
2013,MAYOR,DIMACUHA,EDUARDO,M
2013,VICE MAYOR,BERBERABE,EMILIO,M
2013,COUNCILOR,ALDOVER,GLENN,M
2013,COUNCILOR,AMBIDA,MARIA,F
2013,COUNCILOR,BLANCO,HAMILTON,M
2013,COUNCILOR,MONTALBO,AILEEN,F
2013,COUNCILOR,ATIENZA,SERGIE,M
2013,COUNCILOR,LAZARTE,ARMANDO,M
2013,COUNCILOR,CRUZ,ALYSSA,F
2013,COUNCILOR,DELA ROCA,GERARDO,M
2013,COUNCILOR,BALMES,MARIA,F
2013,COUNCILOR,VILLENA,JULIAN,M
2013,MAYOR,DOLOR,RYANH,M
2013,VICE MAYOR,CASAPAO,JULIAN,M
2013,COUNCILOR,BASILAN,ROMEL,M
2013,COUNCILOR,TALAG,AVA,F
2013,COUNCILOR,BACAL,PRESNEDY,M
2013,COUNCILOR,GIMENO,KELVIN,M
2013,COUNCILOR,CRUZAT,RONALD,M
2013,COUNCILOR,ABRAHAN,WILLIAM,M
2013,COUNCILOR,DALANGIN,YANILLE,F
2013,COUNCILOR,DOLOR,HERMINIO,M
2013,MAYOR,ONA,SOFRONIO,M
2013,VICE MAYOR,MACALINDONG,RENANTE,M
2013,COUNCILOR,ONTANGCO,DEOVIC,M
2013,COUNCILOR,ALCAZAR,EMILYN,F
2013,COUNCILOR,SALE,ROBENSON,M
2013,COUNCILOR,PASTORAL,REXNER,M
2013,COUNCILOR,VIDAL,MA.,F
2013,COUNCILOR,OPELANIO,DIVINA,F
2013,COUNCILOR,KATIGBAK,JERRY,M
2013,COUNCILOR,NOCHE,ORLANDO,M
2013,MAYOR,PALACIO,SOPHIA,F
2013,VICE MAYOR,AYTONA,GLENN,M
2013,COUNCILOR,BAUTISTA,REXIO,M
2013,COUNCILOR,TORRES,HARLAN,M
2013,COUNCILOR,DELAS ALAS,NOEL,M
2013,COUNCILOR,SAYO,GODOFREDO,M
2013,COUNCILOR,COZ,JOSE,M
2013,COUNCILOR,AFABLE,RENATO,M
2013,COUNCILOR,BAUTISTA,ELIGIO,M
2013,COUNCILOR,CAISIP,ROLANDO,M
2013,MAYOR,ENDAYA,CELERINO,M
2013,VICE MAYOR,LA ROSA,ROLANDO,M
2013,COUNCILOR,CUEVAS,IREN,F
2013,COUNCILOR,COMIA,GRACE,F
2013,COUNCILOR,YU,GERALDINE,F
2013,COUNCILOR,LA ROSA,DANILO,M
2013,COUNCILOR,MAGPANTAY,ALEXANDER,M
2013,COUNCILOR,CHAVEZ,APOLONIO,M
2013,COUNCILOR,CUEVAS,ROMULO,M
2013,COUNCILOR,ADIA,LAARNI,F
2013,MAYOR,TOREJA,JUAN,M
2013,VICE MAYOR,YABYABIN,SIXTO,M
2013,COUNCILOR,MENDOZA,JUVY,F
2013,COUNCILOR,BENITEZ,ANTONIO,M
2013,COUNCILOR,CHUA,PAUL,M
2013,COUNCILOR,BLANCO,ISRAEL,M
2013,COUNCILOR,PORTUGAL,SALUSTIANO,M
2013,COUNCILOR,ARELLANO,SOCRATES,M
2013,COUNCILOR,DE CASTRO,RODEL,M
2013,MAYOR,AMO,RANDY,M
2013,VICE MAYOR,AUSTRIA,FELIMON,M
2013,COUNCILOR,OGALINOLA,RACHELLE,F
2013,COUNCILOR,RODRIGUEZ,ANGELITO,M
2013,COUNCILOR,ENDAYA,VINCENT,M
2013,COUNCILOR,MACARAIG,ROMULO,M
2013,COUNCILOR,MAYUGA,MARIVIC,F
2013,COUNCILOR,VERGARA,MARVIN,M
2013,COUNCILOR,LANDICHO,REGINA,F
2013,COUNCILOR,LANDICHO,ANDREO,M
2013,MAYOR,ALILIO,CHARISMA,F
2013,VICE MAYOR,SOLIS,HONORLITO,M
2013,COUNCILOR,ROSALES,MARIA,F
2013,COUNCILOR,BELLO,CHRISTOPHER,M
2013,COUNCILOR,RICALDE,ROGER,M
2013,COUNCILOR,ALILIO,CHRISTOPHER,M
2013,COUNCILOR,SUAYAN,ROMAN,M
2013,COUNCILOR,BENDAÑA,JAYVEE,M
2013,COUNCILOR,VERGARA,VINCENT,M
2013,COUNCILOR,SUAYAN,JUDE,M
2013,MAYOR,BOLOMPO,ISAGANI,M
2013,VICE MAYOR,LAGRISOLA,BRAULIO,M
2013,COUNCILOR,AUSTRIA,ERWIN,M
2013,COUNCILOR,MAGYAYA,ROLAND,M
2013,COUNCILOR,DELOS REYES,JAIME,M
2013,COUNCILOR,DELOS REYES,TOMAS,M
2013,COUNCILOR,BONUAN,EXEQUIEL,M
2013,COUNCILOR,MARANAN,ELISEO,M
2013,COUNCILOR,LAGUS,FLORANTE,M
2013,COUNCILOR,CAISIP,CARLITO,M
2013,MAYOR,SABILI,MEYNARDO,M
2013,VICE MAYOR,AFRICA,ERIC,M
2013,COUNCILOR,BRIONES,KATHLEEN,F
2013,COUNCILOR,LUANCING,MARK,M
2013,COUNCILOR,HERNANDEZ,MARIA,F
2013,COUNCILOR,MENDOZA,ARIES,M
2013,COUNCILOR,PUA,JOEL,M
2013,COUNCILOR,MONTEALTO,RAUL,M
2013,COUNCILOR,LEVISTE,PACITA,F
2013,COUNCILOR,CATIPON,LEONILO,M
2013,COUNCILOR,LINATOC,DONATO,M
2013,COUNCILOR,MONFERO,NONATO,M
2013,MAYOR,MANALO,GAUDIOSO,M
2013,VICE MAYOR,PEREZ,RENATO,M
2013,COUNCILOR,ALFILER,GERONIMO,M
2013,COUNCILOR,AMPARO,REY,M
2013,COUNCILOR,ANDAYA,MIKAEL,M
2013,COUNCILOR,ARAJA,DEAN,M
2013,COUNCILOR,CAMO,NILO,M
2013,COUNCILOR,CUETO,CIRILO,M
2013,COUNCILOR,ILAGAN,MARIO,M
2013,COUNCILOR,UMALI,GODOFREDO,M
2013,MAYOR,VILLANUEVA,NILO,M
2013,VICE MAYOR,PANOPIO,ELMAR,M
2013,COUNCILOR,HERNANDEZ,JOSE,M
2013,COUNCILOR,GUERRA,GIL,M
2013,COUNCILOR,VILLANUEVA,TRINIDAD,F
2013,COUNCILOR,PANOPIO,RITCHE,M
2013,COUNCILOR,HOMOROC,FRANCISCA,F
2013,COUNCILOR,ESCALONA,ALFREDO,M
2013,COUNCILOR,BASIT,ALEXANDER,M
2013,COUNCILOR,MAÑIBO,NONATO,M
2013,MAYOR,REYES,CARLITO,M
2013,VICE MAYOR,REYES,CRISTETA,F
2013,COUNCILOR,SAMARITA,RACHEL,F
2013,COUNCILOR,CABELLO,ROSANA,F
2013,COUNCILOR,TAGLE,WILLIE,M
2013,COUNCILOR,ENDAYA,APOLLO,M
2013,COUNCILOR,MENDOZA,ARACELI,F
2013,COUNCILOR,SALUDO,AILEEN,F
2013,COUNCILOR,LAT,ALBERTO,M
2013,COUNCILOR,ARANDA,MATT,M
2013,MAYOR,ILAGAN,JAY,M
2013,VICE MAYOR,LAQUI,HENRY,M
2013,COUNCILOR,LANDICHO,ROY,M
2013,COUNCILOR,CALINISAN,JOSEPH,M
2013,COUNCILOR,VERGARA,PEPITO,M
2013,COUNCILOR,VERGARA,CHESTER,M
2013,COUNCILOR,DIMAANO,FERDINAND,M
2013,COUNCILOR,OBTIAL,ALBERTO,M
2013,COUNCILOR,OBTIAL,ORLANDO,M
2013,COUNCILOR,ARIOLA,MARIO,M
2013,MAYOR,APACIBLE,ROSARIO,F
2013,VICE MAYOR,ALBANIO,LARRY,M
2013,COUNCILOR,BARCELON,ANTONIO,M
2013,COUNCILOR,SANCHEZ,MILDRED,F
2013,COUNCILOR,LIMBOC,WILFREDO,M
2013,COUNCILOR,CHUIDIAN,ARLENE,F
2013,COUNCILOR,BAYLOSIS,RAMONCITO,M
2013,COUNCILOR,CHUA,CINDY,F
2013,COUNCILOR,CABRAL,RODERICK,M
2013,COUNCILOR,BOTOBARA,DIONISIO,M
2013,MAYOR,GUTIERREZ,ABRAHAM,M
2013,VICE MAYOR,CANTOS,NOEL,M
2013,COUNCILOR,LINATOC,LEANDRO,M
2013,COUNCILOR,GENEROSO,RAMIL,M
2013,COUNCILOR,MANALO,MARK,M
2013,COUNCILOR,TAPALLA,EMILIO,M
2013,COUNCILOR,VILLAR,FERDINAND,M
2013,COUNCILOR,BANAAG,ADONNA,F
2013,COUNCILOR,ESTOLE,LEON,M
2013,COUNCILOR,PADUA,ELEATOR,M
2013,MAYOR,ALVAREZ,MANUEL,M
2013,VICE MAYOR,VALENCIA,JOSE,M
2013,COUNCILOR,CONTI,CHRISTOPHER,M
2013,COUNCILOR,GULFO,ANGELITO,M
2013,COUNCILOR,ZARA,ATANACIO,M
2013,COUNCILOR,GUADEZ,RAQUEL,F
2013,COUNCILOR,GARCIA,ALDWIN,M
2013,COUNCILOR,AGUILAR,EDWARD,M
2013,COUNCILOR,AUSTRIA,ARNOLD,M
2013,COUNCILOR,JAREÑO,MELISSA,F
2013,MAYOR,BRIONES,ENTIQUIO,M
2013,VICE MAYOR,PATRON,VALENTINO,M
2013,COUNCILOR,APRITADO,RONALD,M
2013,COUNCILOR,ALDAY,GERALD,M
2013,COUNCILOR,ILAO,RUEL,M
2013,COUNCILOR,CARANDANG,RHYAN,M
2013,COUNCILOR,DIMACULANGAN,NICANOR,M
2013,COUNCILOR,BATHAN,MARIFE,F
2013,COUNCILOR,MAGNAYE,MERLITA,F
2013,COUNCILOR,KALALO,RIZALDY,M
2013,MAYOR,MANALO,RODOLFO,M
2013,VICE MAYOR,MARASIGAN,OCTAVIO,M
2013,COUNCILOR,MAALIHAN,MEYNARDO,M
2013,COUNCILOR,LLANA,WENCESLAO,M
2013,COUNCILOR,SAMONTE,ALVIN,M
2013,COUNCILOR,SALUD,ILDEBRANDO,M
2013,COUNCILOR,ROBLES,MEYNARDO,M
2013,COUNCILOR,SALUD,JOAQUIN,M
2013,COUNCILOR,BALTAZAR,EVELYN,F
2013,COUNCILOR,PEREZ,ADELAIDA,F
2013,MAYOR,DIOKNO,ROBERTO,M
2013,VICE MAYOR,OCAMPO,SAMUEL,M
2013,COUNCILOR,MEDINA,DANILO,M
2013,COUNCILOR,DE GRACIA,ARIOSTO,M
2013,COUNCILOR,OCAMPO,AILEEN,F
2013,COUNCILOR,DE CASTRO,BENJAMIN,M
2013,COUNCILOR,MALIBIRAN,NORBERTO,M
2013,COUNCILOR,MANGUBAT,NESTOR,M
2013,COUNCILOR,LASALA,SIXTO,M
2013,COUNCILOR,REYES,ROLANDO,M
2013,MAYOR,SANDOVAL,EPIFANIO,M
2013,VICE MAYOR,BISCOCHO,ALFONSO,M
2013,COUNCILOR,MATIENZO,MANUEL,M
2013,COUNCILOR,MORTEL,LEO,M
2013,COUNCILOR,LANDICHO,LUCIO,M
2013,COUNCILOR,UMANDAP,GEMETRIO,M
2013,COUNCILOR,MALALUAN,MARIVIC,F
2013,COUNCILOR,BANCORO,LYNNE,F
2013,COUNCILOR,BARRION,CHRISTOPHER,M
2013,COUNCILOR,BANAAG,BARTOLOME,M
2013,MAYOR,DIMAYUGA,ANTONIO,M
2013,VICE MAYOR,FIDER,DAVIS,M
2013,COUNCILOR,FERNANDEZ,MARA,F
2013,COUNCILOR,MARQUEZ,REYSHANNE,F
2013,COUNCILOR,REYES,EFREN,M
2013,COUNCILOR,TAMAYO,ROLANDO,M
2013,COUNCILOR,DIMATATAC,NORMAN,M
2013,COUNCILOR,CHAVEZ,MOISES,M
2013,COUNCILOR,CONTRERAS,MARIA,F
2013,COUNCILOR,RECIPEDA,LUCIA,F
2013,MAYOR,SEGUNIAL,MA.,F
2013,VICE MAYOR,BATHAN,CARLOS,M
2013,COUNCILOR,ATIENZA,RHODA,F
2013,COUNCILOR,MARASIGAN,ARTEMIO,M
2013,COUNCILOR,CATAQUIZ,DANRICH,M
2013,COUNCILOR,MANALO,RODOLFO,M
2013,COUNCILOR,PALATTAO,DENNIS,M
2013,COUNCILOR,MALAPITAN,WHELMA,F
2013,COUNCILOR,AQUINO,REYNALDO,M
2013,COUNCILOR,ARRIOLA,CHARLITO,M
2013,MAYOR,SANCHEZ,EDNA,F
2013,VICE MAYOR,RAMOS,FERDINAND,M
2013,COUNCILOR,VILLEGAS,LEOVINO,M
2013,COUNCILOR,MABILANGAN,DANILO,M
2013,COUNCILOR,ASCAÑO,EDWIN,M
2013,COUNCILOR,REYES,PETER,M
2013,COUNCILOR,RAMOS,CRESENCIANO,M
2013,COUNCILOR,ARCILLAS,RENANTE,M
2013,COUNCILOR,GUEVARRA,ALEXANDER,M
2013,COUNCILOR,BATHAN,PRIMO,M
2013,MAYOR,MONTENEGRO,MICHAEL,M
2013,VICE MAYOR,MERCADO,FULGENCIO,M
2013,COUNCILOR,ALVAREZ,EDWARD,M
2013,COUNCILOR,DAWIS,RONNEL,M
2013,COUNCILOR,BALEROS,RANDY,M
2013,COUNCILOR,MANIMTIM,JUNE,M
2013,COUNCILOR,REYES,EMERSON,M
2013,COUNCILOR,VILLANUEVA,RICKY,M
2013,COUNCILOR,LEGASPI,FEDERICO,M
2013,COUNCILOR,CUENTO,RAFAEL,M
2013,MAYOR,NATANAUAN,GERRY,M
2013,VICE MAYOR,LAMANO,ALLANO,M
2013,COUNCILOR,MALABANAN,LOUISE,F
2013,COUNCILOR,MENDOZA,MARVIN,M
2013,COUNCILOR,LUNA,MELODY,F
2013,COUNCILOR,SALAZAR,FELIX,M
2013,COUNCILOR,SALAZAR,RONALDO,M
2013,COUNCILOR,TENORIO,MAXIMINO,M
2013,COUNCILOR,PESIGAN,FLORENCIO,M
2013,COUNCILOR,MIRANDA,RODOLFO,M
2013,MAYOR,HALILI,ANTONIO,M
2013,VICE MAYOR,CORONA,JHOANNA,F
2013,COUNCILOR,TRINIDAD,HERMAN,M
2013,COUNCILOR,CORONA,BENEDICTO,M
2013,COUNCILOR,TABING,MARISSA,F
2013,COUNCILOR,CANOBAS,GILEEN,F
2013,COUNCILOR,MAGPANTAY,EPIMACO,M
2013,COUNCILOR,GOGUANCO,MARCIAL,M
2013,COUNCILOR,CASTILLO,JOSEPH,M
2013,COUNCILOR,MANGLO,MARCELO,M
2013,COUNCILOR,PLATON,SIMEON,M
2013,COUNCILOR,ATIENZA,ANGEL,M
2013,MAYOR,PORTUGAL,VICTOR,M
2013,VICE MAYOR,GUTIERREZ,GRANDE,M
2013,COUNCILOR,PEREZ,MARIANITO,M
2013,COUNCILOR,PORTUGAL,JOEL,M
2013,COUNCILOR,ANCHETA,RONALD,M
2013,COUNCILOR,BOSCH,CLINT,M
2013,COUNCILOR,COMIA,MELECIO,M
2013,COUNCILOR,ALIDO,FERDINAND,M
2013,COUNCILOR,VILLENA,BRIGIDO,M
2013,COUNCILOR,RAMIREZ,AGNES,F
2013,MAYOR,ALVAREZ,LAURO,M
2013,VICE MAYOR,DATINGALING,DANILO,M
2013,COUNCILOR,ATIENZA,JUANITO,M
2013,COUNCILOR,DUMAOAL,HERBERT,M
2013,COUNCILOR,MACARANDANG,ROMEO,M
2013,COUNCILOR,MANALO,VIRGILIO,M
2013,COUNCILOR,ABANTE,GAVINO,M
2013,COUNCILOR,HERNANDEZ,ROLANDO,M
2013,COUNCILOR,FERRANCULLO,JOSE,M
2013,COUNCILOR,CANDAVA,EVELYN,F
2013,MAYOR,CERRADO,JOSE,M
2013,VICE MAYOR,RODRIGUEZ,RICHTER,M
2013,COUNCILOR,BAUTISTA,RAFAEL,M
2013,COUNCILOR,CALINGASAN,ELSIE,F
2013,COUNCILOR,AFABLE,EDUARDO,M
2013,COUNCILOR,RODRIGUEZ,ERNESTO,M
2013,COUNCILOR,DAYANDAYAN,MATILDE,F
2013,COUNCILOR,HERNANDEZ,ARMANDO,M
2013,COUNCILOR,DIMAANO,RUFINA,F
2013,COUNCILOR,DE CASTRO,MENANDRO,M
2013,MAYOR,VARIAS,VIRGILIO,M
2013,VICE MAYOR,CASTRO,JUSTINIANO,M
2013,COUNCILOR,PEL,MADONA,F
2013,COUNCILOR,ROM,MARIETTE,F
2013,COUNCILOR,PANGANIBAN,AGNES,F
2013,COUNCILOR,VARIAS,REINALYNE,F
2013,COUNCILOR,CREDO,ELPIDIO,M
2013,COUNCILOR,JECIEL,MARIANO,M
2013,COUNCILOR,RIVERA,CAROLINA,F
2013,COUNCILOR,MANALO,MEYNARDO,M
2013,MAYOR,VILLANUEVA,BENJARDE,M
2013,VICE MAYOR,BAWALAN,ELPIDIO,M
2013,COUNCILOR,LEGASPI,JOSEPH,M
2013,COUNCILOR,BAYOT,LEO,M
2013,COUNCILOR,VILLANUEVA,JERICO,M
2013,COUNCILOR,AMBAT,CHARLES,M
2013,COUNCILOR,VILLANUEVA,YOLANDA,F
2013,COUNCILOR,IYAYA,JOEL,M
2013,COUNCILOR,QUEROL,FRANK,M
2013,COUNCILOR,BANTOG,BAYANI,M
2013,MAYOR,REVILLA,STRIKE,M
2013,VICE MAYOR,EVARISTO,CATHERINE,F
2013,COUNCILOR,SOLIS,AVELINO,M
2013,COUNCILOR,GAWARAN,EDWIN,M
2013,COUNCILOR,BAUTISTA,MIGUEL,M
2013,COUNCILOR,BAUTISTA-MENDIOLA,ROWENA,F
2013,COUNCILOR,FABIAN,REYNALDO,M
2013,COUNCILOR,PALABRICA,REYNALDO,M
2013,COUNCILOR,GUTIERREZ,HERNANDO,M
2013,COUNCILOR,NOLASCO,GAUDENCIO,M
2013,COUNCILOR,DE LEON,BAYANI,M
2013,COUNCILOR,DE LEON,LEANDRO,M
2013,COUNCILOR,JAVIER,ROBERTO,M
2013,MAYOR,LOYOLA,DAHLIA,F
2013,VICE MAYOR,REYES,ELMER,M
2013,COUNCILOR,INES,CESAR,M
2013,COUNCILOR,ORTIZ,BERNIE,M
2013,COUNCILOR,MANABAT,LEONILA,F
2013,COUNCILOR,LONTOK,AMABLE,M
2013,COUNCILOR,HUGO,HUBERTO,M
2013,COUNCILOR,MANARIN,ELIZABETH,F
2013,COUNCILOR,TENEDERO,DOMINGO,M
2013,COUNCILOR,OCAMPO,ALBERTO,M
2013,MAYOR,PAREDES,BERNARDO,M
2013,VICE MAYOR,CONSIGO,PERCILITO,M
2013,COUNCILOR,CHUA,DENVER,M
2013,COUNCILOR,ENRIQUEZ,ROMEL,M
2013,COUNCILOR,LU,MICHAEL,M
2013,COUNCILOR,RUSIT,BENZEN,M
2013,COUNCILOR,NOVERO,EDUARDO,M
2013,COUNCILOR,NUGUID,JAMES,M
2013,COUNCILOR,BARRERA,JESUS,M
2013,COUNCILOR,MUPAS,MARK,M
2013,COUNCILOR,ALVAREZ,AMORICO,M
2013,COUNCILOR,CRAWFORD,LAWRENCE,M
2013,MAYOR,BARZAGA,JENNIFER,F
2013,VICE MAYOR,ENCABO,VALERIANO,M
2013,COUNCILOR,CANTIMBUHAN,ROBIN,M
2013,COUNCILOR,CANAYNAY,REYNALDO,M
2013,COUNCILOR,ENCABO,RESTY,M
2013,COUNCILOR,FRANI,JACINTO,M
2013,COUNCILOR,ATIENZA,RODERICK,M
2013,COUNCILOR,ANTONIO,PETER,M
2013,COUNCILOR,AUSTRIA,NICKANOR,M
2013,COUNCILOR,TAPAWAN,TAGUMPAY,F
2013,COUNCILOR,DELA CUESTA,FULGENCIO,M
2013,COUNCILOR,CAMPANO,TEOFILO,M
2013,COUNCILOR,GONZALES,NAPOLEON,M
2013,COUNCILOR,HUGO,ANGELO,M
2013,MAYOR,ECHEVARRIA,WALTER,M
2013,VICE MAYOR,CABUHAT,PERCIVAL,M
2013,COUNCILOR,GUTIERREZ,PHLONEL,F
2013,COUNCILOR,LARA,RICHARD,M
2013,COUNCILOR,PAYCANA,ANGELA,F
2013,COUNCILOR,ABUEG,ALFREDO,M
2013,COUNCILOR,TORRES,MARICEL,F
2013,COUNCILOR,MANALANG,ESTELITA,F
2013,COUNCILOR,SAMBRANO,ARTEMIO,M
2013,COUNCILOR,GRABILLO,PASTOR,M
2013,MAYOR,BENCITO,DANILO,M
2013,VICE MAYOR,GOLFO,LOUEL,M
2013,COUNCILOR,GLEAN,DENNIS,M
2013,COUNCILOR,ANGAT,ANTONIO,M
2013,COUNCILOR,GLEAN,ALLAN,M
2013,COUNCILOR,MENDOZA,RICARDO,M
2013,COUNCILOR,ANGAT,LIBRADO,M
2013,COUNCILOR,BINAUHAN,RICARDO,M
2013,COUNCILOR,CALINGASAN,ANSELMO,M
2013,COUNCILOR,GONZALES,ROEL,M
2013,MAYOR,FERRER,ANTONIO,M
2013,VICE MAYOR,SISON,MAURITO,M
2013,COUNCILOR,SALAZAR,KERBY,M
2013,COUNCILOR,CUSTODIO,CHRISTOPHER,M
2013,COUNCILOR,CARAMPOT,LAMBERTO,M
2013,COUNCILOR,MARTINEZ,WALTER,M
2013,COUNCILOR,PARIN,RICHARD,M
2013,COUNCILOR,AMANTE,MARIO,M
2013,COUNCILOR,LABUGUEN,JONAS,M
2013,COUNCILOR,AYOS,FLORENCIO,M
2013,MAYOR,MALIKSI,EMMANUEL,M
2013,VICE MAYOR,ILANO,ARMANDO,M
2013,COUNCILOR,JARO,SHERNAN,M
2013,COUNCILOR,FERRIOL,EUNICE,F
2013,COUNCILOR,GUINTO,MARY,F
2013,COUNCILOR,AGUINALDO,EMILIO,M
2013,COUNCILOR,SAYAROT,DARLON,M
2013,COUNCILOR,LACSON,DENNIS,M
2013,COUNCILOR,ASISTIO,JEFFREY,M
2013,COUNCILOR,DEOCADIS,LEONARDO,M
2013,COUNCILOR,ARGUELLES,RAYMOND,M
2013,COUNCILOR,AMPOSTA,VINCENT,M
2013,COUNCILOR,DE QUIROZ,OSCAR,M
2013,COUNCILOR,SAQUILAYAN,EDGARDO,M
2013,MAYOR,DIMERO,BIENVENIDO,M
2013,VICE MAYOR,FIDEL,PERFECTO,M
2013,COUNCILOR,LOPEZ,ESTELITA,F
2013,COUNCILOR,FIDEL,VIRGILIO,M
2013,COUNCILOR,ZAFRA,REY,M
2013,COUNCILOR,BERNARTE,ROBINSON,M
2013,COUNCILOR,BAES,RUPERTO,M
2013,COUNCILOR,RAMOS,ARCADIO,M
2013,COUNCILOR,RODIL,VIRGILIO,M
2013,COUNCILOR,CAYAO,JOHN,M
2013,MAYOR,AGUINALDO,REYNALDO,M
2013,VICE MAYOR,ABAYA,PAUL,M
2013,COUNCILOR,PINEDA,ARTURO,M
2013,COUNCILOR,AGUINALDO,ANGELO,M
2013,COUNCILOR,PEÑALOZA,JESSICA,F
2013,COUNCILOR,SAMALA,EDWARD,M
2013,COUNCILOR,JARIN,GERARDO,M
2013,COUNCILOR,NOLASCO,ROSARIO,F
2013,COUNCILOR,BERNAL,ARMANDO,M
2013,COUNCILOR,ARELLANO,RUSTICO,M
2013,MAYOR,SISANTE,EDWIN,M
2013,VICE MAYOR,MALIGAYA,JASMIN,F
2013,COUNCILOR,LIMBOC,HONORATO,M
