year,region,province,city,position,area,candidate_name,party,votes
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"AMPIG, NONG",NP,7804
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"BO, PEDRO",LP,7660
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"BONAFE, ELENA",LP,7465
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"BO, ABNER",NP,7259
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"SAKAI, MARIA MARGARITA",LP,7062
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"BOHOLANO, CLEOTILDE",NP,6974
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"BOLAÑOS, JOSE",NP,6886
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"BIO, JOSE",LP,6660
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"BITARA, DENNIS THOMAS",NP,6611
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"BIEN, EDUARDO",NP,6062
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"BEA, JOSE MARION",LP,5325
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"BONAFE, ANDRES",IND,3345
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"BEA, CARMELO",IND,1884
2010,region-5,albay,malilipot,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALILIPOT - LONE DIST,"BITARA, RENE",IND,1023
2010,region-5,albay,malinao,MAYOR,ALBAY - MALINAO,"MORALES, ALICE",UNA,10091
2010,region-5,albay,malinao,MAYOR,ALBAY - MALINAO,"CERIOLA, AVELINO",LP,7271
2010,region-5,albay,malinao,VICE-MAYOR,ALBAY - MALINAO,"MOLL, DINDO",UNA,8283
2010,region-5,albay,malinao,VICE-MAYOR,ALBAY - MALINAO,"CAPUS, SHIE",LP,8251
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"FAJUT, ERVIN",UNA,9302
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"BASCO, ALFREDO",UNA,8375
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"CARGULLO, ABNER",LP,7236
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"TUAZON, NOEL",LP,7171
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"CHAVEZ, OTE",UNA,7105
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"ONG CORTAN, CHRISTINE",UNA,6817
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"CAMU, ALEX",UNA,6799
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"CONDE, HERMINIGILDO",UNA,6732
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"CERIOLA, YEN",LP,6478
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"BONINA, LANDO",UNA,6231
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"BUFETE, EMMANUEL",UNA,5994
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"SORIA, TENG",LP,5399
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"CASTELO, JESUS SR.",LP,5218
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"CRUZ, REX",LP,4698
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"ARBO, GREG",LP,4476
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"RICO, NELSON",LP,4298
2010,region-5,albay,malinao,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MALINAO - LONE DIST,"CAMU, ENTE",IND,2431
2010,region-5,albay,manito,MAYOR,ALBAY - MANITO,"DAEP, CAESAR",NP,6844
2010,region-5,albay,manito,MAYOR,ALBAY - MANITO,"SILERIO, BENGUET",PDP,1084
2010,region-5,albay,manito,VICE-MAYOR,ALBAY - MANITO,"ARIZAPA, JERRY",NP,5285
2010,region-5,albay,manito,VICE-MAYOR,ALBAY - MANITO,"MANGAMPO, CARLOS",PDP,2926
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"GUIRIBA, ARLY",NP,5266
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"BELLUDO, CARLITO",NP,4819
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"BENITEZ, JOY",PDP,4246
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"ESPEDIDO, NONG",LP,4083
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"DAGSIL, MARJUN",IND,4004
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"ARINGO, ROGELIO",NP,3842
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"ARDALES, TOMAS JR.",NP,3796
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"BAYNA, GREGORIO",PDP,3552
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"MANGAMPO, JESUS",NP,3397
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"BRIONES, ALBERTO",NP,3244
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"CABALLERO, ROLANDO",PDP,2834
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"DAEP, ERIC",NP,2697
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"ARTETA, DOMINGO",PDP,2491
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"DAEN, ELNER",NP,2340
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"SILERIO, JEROME DOMINGO JR.",IND,2008
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"ANTIQUERA, ELSA",IND,1670
2010,region-5,albay,manito,"MEMBER, SANGGUNIANG BAYAN",ALBAY - MANITO - LONE DIST,"AYCARDO, ROGER",IND,609
2010,region-5,albay,oas,MAYOR,ALBAY - OAS,"RICARTE, GREGORIO",LP,20858
2010,region-5,albay,oas,MAYOR,ALBAY - OAS,"BUMANGLAG, LANI",UNA,2499
2010,region-5,albay,oas,VICE-MAYOR,ALBAY - OAS,"BALTAZAR, EFREN",LP,12327
2010,region-5,albay,oas,VICE-MAYOR,ALBAY - OAS,"RELLAMA, GADER",UNA,6961
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"ESCOTO, DOMINGO JR.",LP,13610
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"VICERA, EVERTH",LP,12680
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"AREVALO, ROBERT",LP,12361
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"RELLAMA, CELSO",LP,12314
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"SERGIO, RAUL",LP,12123
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"IBASCO, BONG",IND,11537
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"REDILLAS, CHOL",LP,11026
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"CASIMIRO, ANACLETO",IND,10957
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"RENDOR, ARECIO JR.",LP,9925
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"FLORDELIZA, Y-ED",LP,9202
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"WARDE, MANUEL JR.",IND,2425
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"REBANAL, JAY",UNA,2145
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"RECALDE, LONG",UNA,1637
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"MORENO, LYN",PDP,900
2010,region-5,albay,oas,"MEMBER, SANGGUNIANG BAYAN",ALBAY - OAS - LONE DIST,"LOYOLA, DEG",PDP,847
2010,region-5,albay,pio-duran,MAYOR,ALBAY - PIO DURAN,"CALLOPE, HENRY",LP,8274
2010,region-5,albay,pio-duran,MAYOR,ALBAY - PIO DURAN,"ARANDIA, ALAN",NP,7079
2010,region-5,albay,pio-duran,MAYOR,ALBAY - PIO DURAN,"BAZAR, DOMINGO",PMP,1004
2010,region-5,albay,pio-duran,MAYOR,ALBAY - PIO DURAN,"OLI, MAR",IND,43
2010,region-5,albay,pio-duran,VICE-MAYOR,ALBAY - PIO DURAN,"TRIGUERO, REMEDIOS",IND,9371
2010,region-5,albay,pio-duran,VICE-MAYOR,ALBAY - PIO DURAN,"APULI, LHAL",IND,3073
2010,region-5,albay,pio-duran,VICE-MAYOR,ALBAY - PIO DURAN,"ORLINA, ABRING",PMP,2897
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"NAPA, DEL",NP,7854
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"HUBILLA, BEMBOT",NP,6859
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"MALGAPO, MARY JUNE",IND,6615
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"QUIROZ, MARVIN THOMAS",NP,6144
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"LLANTOS, ELSA",IND,5793
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"SAMAR, VENUSTO",LP,4890
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"ACOYADO, ATAN",IND,4792
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"RACHO, EMMANUEL",LP,4682
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"MIRABETE, ALFREDO JR.",NP,4501
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"CAABAY, SAMUEL",LP,4393
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"PERALTA, GINA",IND,4311
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"DE LUNA, TES",NP,4281
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"ONRUBIA, RODEL",IND,4219
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"ARIATE, DON",IND,4116
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"CEDEÑO, JULIUS",IND,4088
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"ORO, DO",NP,3817
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"MANALLO, RANNI",LP,3767
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"LINGCASO, EDWIN",NP,3069
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"PELECIA, AGUSTIN",NP,2562
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"FLORES, EDWARD",IND,2025
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"TAN, BOK",PMP,1901
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"ILARDE, JOSEFINO",LP,1813
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"YASIS, PALMORS",LP,1805
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"LLANTOS, JUN",PMP,1666
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"NUDO, CORNELIO",LP,1442
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"DEL MUNDO, TONY",IND,1416
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"NOTA, BONG",PMP,1302
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"PAMORADA, ENGOY",PDP,728
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"YANZON, AWE",PMP,649
2010,region-5,albay,pio-duran,"MEMBER, SANGGUNIANG BAYAN",ALBAY - PIO DURAN - LONE DIST,"NUAS, EDGAR",PMP,384
2010,region-5,albay,polangui,MAYOR,ALBAY - POLANGUI,"MELLA, CHERRY",LP,4869
2010,region-5,albay,polangui,MAYOR,ALBAY - POLANGUI,"GONZALES, JOGON",PDP,3550
2010,region-5,albay,polangui,VICE-MAYOR,ALBAY - POLANGUI,"LIM, RAUL",LP,4609
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"SALCEDA, JESCIEL RICHARD",IND,5310
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"ANTE, MAY",LP,4466
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"BUENDIA, WILLIAM SR.",IND,4304
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"ARBO, EDGAR",LP,4183
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"BERTILLO, JUDITH",LP,3917
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"SABAYBAY, NORMAN",LP,3753
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"SIGUENZA, EDNA",LP,3753
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"JAUCIAN, NONG",LP,3609
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"SUSIM, BJ-SAEL",IND,3519
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"SALINEL, TIBO",IND,3453
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"SAMBITAN, TOTOY",IND,3107
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"RECUENCO, RACHEL",PDP,2508
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"SILO, CEASAR",PDP,1260
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"TINOCO, JOP",PDP,1044
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"OLLET, JOCEL",PDP,1025
2010,region-5,albay,polangui,"MEMBER, SANGGUNIANG BAYAN",ALBAY - POLANGUI - LONE DIST,"SAMINAL, NARDING",LP,754
2010,region-5,albay,rapu-rapu,MAYOR,ALBAY - RAPU-RAPU,"GALICIA, RONALD",NP,3932
2010,region-5,albay,rapu-rapu,MAYOR,ALBAY - RAPU-RAPU,"BALBALOSA, LEE",IND,738
2010,region-5,albay,rapu-rapu,VICE-MAYOR,ALBAY - RAPU-RAPU,"OÑATE, NORA",NP,3018
2010,region-5,albay,rapu-rapu,VICE-MAYOR,ALBAY - RAPU-RAPU,"BOLAÑOS, MARIANO JR.",IND,1484
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"DELA CRUZ, ODES",NP,3484
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"BATAS, LARRY",NP,2993
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"BAJARO, BE",NP,2818
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"BERJUEGA, JUNJUN",LP,2727
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"EBRADA, ATOY",NP,2675
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"GUIANAN, AIDA",LP,2448
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"AGARIN, GIL",NP,2394
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"ECALNIR, GRACIA",LP,2375
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"BELLO, NAPOLEON",LP,2087
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"GALICIA, JOSUE",NP,2087
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"BOLAÑOS, EMMA",IND,1938
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"DAGSIL, NO",LP,1418
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"GUAPO, LEAH",NP,898
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"ZUÑIGA, PECK",IND,700
2010,region-5,albay,rapu-rapu,"MEMBER, SANGGUNIANG BAYAN",ALBAY - RAPU-RAPU - LONE DIST,"LONGOS, BENITO",IND,446
2010,region-5,albay,santo-domingo,MAYOR,ALBAY - SANTO DOMINGO (LIBOG),"AGUAS, HERBIE",LP,8492
2010,region-5,albay,santo-domingo,MAYOR,ALBAY - SANTO DOMINGO (LIBOG),"BALAORO, BABY",UNA/PMP,4299
2010,region-5,albay,santo-domingo,VICE-MAYOR,ALBAY - SANTO DOMINGO (LIBOG),"SURTIDA, DINO JOSE",LP,4793
2010,region-5,albay,santo-domingo,VICE-MAYOR,ALBAY - SANTO DOMINGO (LIBOG),"ESTILLOMO, NOEL",IND,4672
2010,region-5,albay,santo-domingo,VICE-MAYOR,ALBAY - SANTO DOMINGO (LIBOG),"ORINGO, MARVIN",PMP,3415
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"AGUAS, JUN",LP,8274
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"RAS, PIPAY",LP,8209
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"BANDA, EDNA",LP,8157
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"BALBIN, ALFREDO BOYET JR.",LP,7871
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"BALISBIS, SHERYL",PDP,7765
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"BALILO, VIEVE",LP,7632
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"HILARIO, MISSY",LP,7547
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"BANDA, NOMAR",IND,7093
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"BUENO, ARNEL",UNA/PMP,4196
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"BALEAN, RENE",UNA,4151
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"RODRIGUEZ, REX",UNA/PMP,2847
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"BANZUELA, BOY",IND,2645
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"BALOLOY, ELSIE",UNA/PMP,1811
2010,region-5,albay,santo-domingo,"MEMBER, SANGGUNIANG BAYAN",ALBAY - SANTO DOMINGO (LIBOG) - LONE DIST,"STA. CLARA, ORESTES",UNA/PMP,872
2010,region-5,albay,tabaco-city,MAYOR,ALBAY - TABACO CITY,"DEMETRIOU, MARIE",PMP,13129
2010,region-5,albay,tabaco-city,MAYOR,ALBAY - TABACO CITY,"LAGMAN-LUISTRO, KRISEL",LP,12436
2010,region-5,albay,tabaco-city,VICE-MAYOR,ALBAY - TABACO CITY,"BRAGAIS, REYNALDO",LP,15119
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"BURCE, LUIS RENIR",LP,13009
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"BELANGEL, ODEN",IND,12509
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"SAN PABLO, NESTOR",LP,11600
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"BORROMEO, RONNEL",LP,11039
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"ROCHA, OSCAR",IND,10846
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"ONRUBIA, SHEINA",LP,10602
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"BOREJON, COCORB",LP,10039
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"ADALLA, FRED",LP,9808
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"AZADA CHUA, JULY",PMP,9737
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"AYTONA, CELSO",LP,9579
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"MARTIREZ, RODERICK",LP,7819
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"RODRIGUEZ, HECTOR",PMP,7639
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"SABA, LETTY",LP,7436
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"BUENCONSEJO, DANILO",PMP,7326
2010,region-5,albay,tabaco-city,"MEMBER, SANGGUNIANG PANLUNGSOD",ALBAY - TABACO CITY - LONE DIST,"PEROL, EDDIE",LP,6750
