year,region,province,city,position,area,candidate_name,party,votes
2010,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN",SULU - OMAR - LONE DIST,"SALLANG, MAHRIN",IND,137
2010,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN",SULU - OMAR - LONE DIST,"TAPAHING, JUMDANA",PDP,82
2010,armm,sulu,pandami,MAYOR,SULU - PANDAMI,"BERTO, INTAN",LP,6772
2010,armm,sulu,pandami,MAYOR,SULU - PANDAMI,"BAIRULLA, PAULATE",UNA,725
2010,armm,sulu,pandami,MAYOR,SULU - PANDAMI,"USMAN, IBN",IND,2
2010,armm,sulu,pandami,VICE-MAYOR,SULU - PANDAMI,"PULAHONG, RAKIB",LP,5090
2010,armm,sulu,pandami,VICE-MAYOR,SULU - PANDAMI,"JAWADIL, JAMALDIN",IND,2185
2010,armm,sulu,pandami,VICE-MAYOR,SULU - PANDAMI,"SAMPANG, ABDELNASHER",UNA,112
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"ILAJI, JHAIDA",LP,4743
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"SITIN, NASIRIN",LP,4248
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"GONZALES, JAMAR",IND,4029
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"JAMAHALI, ADIH",LP,3999
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"LAJA, SHAN",IND,3868
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"BALLA, PERSIBAR",LP,3819
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"PUTALAN, AMILKHAN",LP,3751
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"JAINI, NURHAKIM",IND,3408
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"PUTALAN, ALAH",LP,3401
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"BALLA, RASIL",IND,3362
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"JANAHUDDIN, SALIM",LP,3324
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"MATARUL, MERKHAN",IND,2958
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"LADJA, RENIE",IND,2554
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"GACA, RADZ",IND,2526
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"AGONG, NAJAR",UNA,1273
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"PINTASAN, HABIBA",IND,1222
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"JUMAANI, ABDUN",IND,871
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"MUIN, NIHMA",UNA,542
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"DAMBONG, ALMASIR",UNA,526
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"SAHIPA, JAMJURI",UNA,377
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"LADJA, RUDY",UNA,320
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"ABDUHASAD, SAID",UNA,274
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"TAWASIL, MAMBO",UNA,247
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"BANDAHALA, AMIRUL-ISA",LP,159
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"HASSAN, HAMID",UNA,97
2010,armm,sulu,pandami,"MEMBER, SANGGUNIANG BAYAN",SULU - PANDAMI - LONE DIST,"UNDOH, ALNAJAR",IND,30
2010,armm,sulu,panglima-estino,MAYOR,SULU - PANGLIMA ESTINO (NEW PANAMAO),"ESTINO, BENSHAR",IND,1335
2010,armm,sulu,panglima-estino,MAYOR,SULU - PANGLIMA ESTINO (NEW PANAMAO),"ESTINO, KADIL",IND,645
2010,armm,sulu,panglima-estino,MAYOR,SULU - PANGLIMA ESTINO (NEW PANAMAO),"AMMAR, ROWENA",IND,1
2010,armm,sulu,panglima-estino,VICE-MAYOR,SULU - PANGLIMA ESTINO (NEW PANAMAO),"NAJAR, SHERHAN",IND,1353
2010,armm,sulu,panglima-estino,VICE-MAYOR,SULU - PANGLIMA ESTINO (NEW PANAMAO),"MISUARI, MARVIN",IND,615
2010,armm,sulu,panglima-estino,VICE-MAYOR,SULU - PANGLIMA ESTINO (NEW PANAMAO),"JAIYON, LINDA",IND,4
2010,armm,sulu,panglima-estino,VICE-MAYOR,SULU - PANGLIMA ESTINO (NEW PANAMAO),"ESTINO, MUSTAFA",IND,1
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"HUSAIM, MISLIHA",IND,1307
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"ESTINO, ELDISIN",IND,1180
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"SILUNGAN, MUHARRAM",IND,1130
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"MOHAMMAD, LADIMAR",IND,1116
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"ESTINO, MAKRAN",IND,1097
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"JAMIL, PIDHAR",IND,1058
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"HABIER, DAMER",IND,1009
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"IBBO, HAJIMULLA",IND,989
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"AMMAR, MARILYN",IND,502
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"ABDURAJAK, HJA PURAIDA",IND,459
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"HAMMARA, NURKAISA",IND,375
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"ESTINO, SHERA KNORR",IND,323
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"ULAW, MAULA",IND,320
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"AMIRUL, BERHAMIN",IND,303
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"MUHARRANI, KARAMA",IND,302
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"AJAM, HUSIN",IND,286
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"BARAHAMA, SADARAYYA",IND,205
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"JAMIL, HALDA",IND,186
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"NARUDDIN, LINDIN",IND,157
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"AMIRUL, AGAMIR",IND,118
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"KAIRAN, MURAN",IND,107
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"BIDIN, MAMING",IND,106
2010,armm,sulu,panglima-estino,"MEMBER, SANGGUNIANG BAYAN",SULU - PANGLIMA ESTINO (NEW PANAMAO) - LONE DIST,"ESTINO, GANIH",IND,72
2010,armm,sulu,pata,MAYOR,SULU - PATA,"BURAHAN, ANTON",LP,141
2010,armm,sulu,pata,VICE-MAYOR,SULU - PATA,"SARAPUDDIN, ALRASDY",LP,141
2010,armm,sulu,pata,"MEMBER, SANGGUNIANG BAYAN",SULU - PATA - LONE DIST,"ILLANG, ALIBASA",LP,141
2010,armm,sulu,pata,"MEMBER, SANGGUNIANG BAYAN",SULU - PATA - LONE DIST,"HASIM, SAHIDUL",LP,139
2010,armm,sulu,pata,"MEMBER, SANGGUNIANG BAYAN",SULU - PATA - LONE DIST,"JAHI, TUTUH",LP,137
2010,armm,sulu,pata,"MEMBER, SANGGUNIANG BAYAN",SULU - PATA - LONE DIST,"JAAFAR, NASIR",LP,129
2010,armm,sulu,pata,"MEMBER, SANGGUNIANG BAYAN",SULU - PATA - LONE DIST,"ABBAS, ASIR",LP,120
2010,armm,sulu,pata,"MEMBER, SANGGUNIANG BAYAN",SULU - PATA - LONE DIST,"BAHARA, SUHAYLI",LP,106
2010,armm,sulu,pata,"MEMBER, SANGGUNIANG BAYAN",SULU - PATA - LONE DIST,"JUL, KHADAFY",LP,88
2010,armm,sulu,pata,"MEMBER, SANGGUNIANG BAYAN",SULU - PATA - LONE DIST,"SAPILIN, ASMALA",LP,88
2010,armm,sulu,patikul,MAYOR,SULU - PATIKUL,"HAYUDINI, KABIR",LP,6783
2010,armm,sulu,patikul,VICE-MAYOR,SULU - PATIKUL,"TARSUM, JUN",LP,6758
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"JULKARNAIN, OSCAR",LP,6449
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"BAHJIN, ELGIN",IND,6301
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"ABDUSALI, MADZKOR",LP,6017
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"AJIJUL, AKAM",LP,5983
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"HAYUDINI, JHEPEDY",LP,5534
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"SCHUCK, HAJAR",LP,5036
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"BARA, ABDULLA",LP,4688
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"ALBANI, AHMAD",LP,4412
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"JUMDAIL, HALIM",IND,3408
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"TANI, AKIP",IND,2880
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"LUMANGKOM, RUDY",IND,2033
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"ASARI, MUNAR",NPC,1568
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"ABUBAKAR, ALHANIF",IND,1301
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"ABUBAKAR, PAHO",IND,952
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"HAMJARI, JUL-AMMAN",NPC,190
2010,armm,sulu,patikul,"MEMBER, SANGGUNIANG BAYAN",SULU - PATIKUL - LONE DIST,"IBRAHIM, KIEN",IND,102
2010,armm,sulu,siasi,MAYOR,SULU - SIASI,"MUKSAN, MUSSAH",LP,784
2010,armm,sulu,siasi,VICE-MAYOR,SULU - SIASI,"TEO, SOLIVEN",IND,439
2010,armm,sulu,siasi,VICE-MAYOR,SULU - SIASI,"ANNI, ABDEL",LP,437
2010,armm,sulu,siasi,VICE-MAYOR,SULU - SIASI,"ALIMUDDIN, ABDUL-AKID",NPC,162
2010,armm,sulu,siasi,VICE-MAYOR,SULU - SIASI,"ANNI, REDZMAR",IND,2
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"MUKSAN, ARNASHRIF",LP,689
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"ARASAIN, HALKIN",IND,638
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"NASSAL, AKSAN",IND,553
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"ABIL, CIDREY",IND,524
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"PUNGUTAN, ERWINA",IND,489
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"JULKANAIN, EVA",LP,476
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"IMLAN, FERDINAND",LP,452
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"ANNI, WEDZRHAN",LP,423
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"ITUM, PALMER",LP,379
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"SANGKULA, NIXON",IND,370
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"PUTALAN, LADJAKALI",LP,363
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"ANNI, WIN",IND,362
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"HASINON, JOHN",LP,327
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"IRIJANI, BANDAW",IND,326
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"APPANG, ABDEL-BASHER",IND,266
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"JUAINI, ELYN",NPC,149
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"WARADIL, HAJI",IND,149
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"AMIRIL, SALIP EBIN",NPC,137
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"IPA, IBNORAHIM",NPC,137
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"SAHIDANI, ALAWADDIN",IND,71
2010,armm,sulu,siasi,"MEMBER, SANGGUNIANG BAYAN",SULU - SIASI - LONE DIST,"APPANG, NASSER",IND,57
2010,armm,sulu,talipao,MAYOR,SULU - TALIPAO,"TULAWIE, SITTI RAYA",LP,3023
2010,armm,sulu,talipao,MAYOR,SULU - TALIPAO,"TULAWIE, ALNAKAR",PDP,7
2010,armm,sulu,talipao,VICE-MAYOR,SULU - TALIPAO,"TULAWIE, TAM",LP,3017
2010,armm,sulu,talipao,VICE-MAYOR,SULU - TALIPAO,"TULAWIE, FERAIZA",IND,5
2010,armm,sulu,talipao,"MEMBER, SANGGUNIANG BAYAN",SULU - TALIPAO - LONE DIST,"HAJAN, AMLAY",LP,2820
2010,armm,sulu,talipao,"MEMBER, SANGGUNIANG BAYAN",SULU - TALIPAO - LONE DIST,"ADJURAINI, BINJAMIN",LP,2260
2010,armm,sulu,talipao,"MEMBER, SANGGUNIANG BAYAN",SULU - TALIPAO - LONE DIST,"ABLAYAN, NEL",LP,1840
2010,armm,sulu,talipao,"MEMBER, SANGGUNIANG BAYAN",SULU - TALIPAO - LONE DIST,"ABDULLA, JAB",LP,1824
2010,armm,sulu,talipao,"MEMBER, SANGGUNIANG BAYAN",SULU - TALIPAO - LONE DIST,"SAHIMARRI, ABE",LP,1777
2010,armm,sulu,talipao,"MEMBER, SANGGUNIANG BAYAN",SULU - TALIPAO - LONE DIST,"LIMPASAN, RADZ",LP,1754
2010,armm,sulu,talipao,"MEMBER, SANGGUNIANG BAYAN",SULU - TALIPAO - LONE DIST,"UDDIN, LAKS",LP,1726
2010,armm,sulu,talipao,"MEMBER, SANGGUNIANG BAYAN",SULU - TALIPAO - LONE DIST,"ALDAM, ANGGOS",LP,1715
2010,armm,sulu,tapul,MAYOR,SULU - TAPUL,"DAUD, NASSER",LP,2735
2010,armm,sulu,tapul,VICE-MAYOR,SULU - TAPUL,"DAUD, DORNIE",LP,2471
2010,armm,sulu,tapul,VICE-MAYOR,SULU - TAPUL,"ALIH, RAYAN",IND,1587
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"MANAJIL, NIXON",LP,2428
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"DAUD, JURBARRI",LP,2396
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"TARADJI, AL-MUKTAR",LP,2363
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"ASADIL, ABDULRAKIB",LP,2355
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"BASSAL, CESAR",LP,2320
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"HARADJI, ABDURAJAK",LP,2317
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"JAALAIN, IBNOL",LP,2311
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"HASIM, RASID",LP,2288
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"ALIH, JUNJUN",IND,1656
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"ALIH, JAWAWI",NPC,1627
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"ALIH, TINGKAHAN",NPC,1603
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"IMBIN, ABDULPATTA",IND,1572
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"ABDULHAMID, DEILHAM",IND,1549
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"JUL-ASIRI, NURFAIDA",NPC,1520
2010,armm,sulu,tapul,"MEMBER, SANGGUNIANG BAYAN",SULU - TAPUL - LONE DIST,"TINGKAHAN, ABAY",IND,453
2010,armm,sulu,tongkil,MAYOR,SULU - TONGKIL,"SAHIDULLA, WHAJID",NPC,5647
2010,armm,sulu,tongkil,MAYOR,SULU - TONGKIL,"ALIH, ABDULLAJID",LP,11
2010,armm,sulu,tongkil,MAYOR,SULU - TONGKIL,"SUMAD, JAMAR",IND,1
2010,armm,sulu,tongkil,VICE-MAYOR,SULU - TONGKIL,"IMBAH, YASHER",NPC,5207
2010,armm,sulu,tongkil,VICE-MAYOR,SULU - TONGKIL,"JAMAHALI, MUKIM",IND,26
2010,armm,sulu,tongkil,VICE-MAYOR,SULU - TONGKIL,"SABTAL, ALHUNSI",LP,3
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"SAHIDULLA, AIRINA",NPC,5348
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"ALIH, RASIDIN",NPC,4988
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"AMIL, SAJID",NPC,4719
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"AUKASA, FAISAL",NPC,4653
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"ANGGOT, ABDULHAIR",NPC,4262
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"ARASAD, MOHAMMAD",NPC,4153
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"SARIUL, MALIK",NPC,4054
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"LIM, SUKARNO",IND,4032
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"SUMAD, BADZNER",LP,20
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"SABTAL, MUNIR",IND,14
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"JAMASARI, MARUJI",IND,14
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"HAIRULLA, ANNI",LP,11
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"SALAM, AJID",LP,6
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"SABANDAL, DANIEL",IND,5
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"MOHAMMAD, ALIBBON",LP,5
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"HALID, SILMA",LP,4
2010,armm,sulu,tongkil,"MEMBER, SANGGUNIANG BAYAN",SULU - TONGKIL - LONE DIST,"MAJID, SELMAN",IND,4
2010,armm,tawi-tawi,,PROVINCIAL GOVERNOR,TAWI-TAWI,"SAHALI, NURBERT",LP,41322
2010,armm,tawi-tawi,,PROVINCIAL GOVERNOR,TAWI-TAWI,"MATBA, RASHIDIN",UNA,23207
2010,armm,tawi-tawi,,PROVINCIAL GOVERNOR,TAWI-TAWI,"JAAFAR, NUR",NPC,9683
2010,armm,tawi-tawi,,"MEMBER, HOUSE OF REPRESENTATIVES",TAWI-TAWI - LONE LEGDIST,"SAHALI, RUBY",LP,46940
2010,armm,tawi-tawi,,"MEMBER, HOUSE OF REPRESENTATIVES",TAWI-TAWI - LONE LEGDIST,"ABUBAKAR, POCHONG",UNA,11347
2010,armm,tawi-tawi,,"MEMBER, HOUSE OF REPRESENTATIVES",TAWI-TAWI - LONE LEGDIST,"ABUBAKAR, ANUAR",NPC,10999
2010,armm,tawi-tawi,,"MEMBER, HOUSE OF REPRESENTATIVES",TAWI-TAWI - LONE LEGDIST,"ALBANI, SHARIFF",IND,561
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"JAANI, GANDA",LP,15218
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"TAMBURANI, ABDULWAHAB",LP,13902
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"JAJI, LAJID",NPC,13233
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"LADJAHALI, EDZFAR",LP,13029
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"AHAMAD, ALLAN",NPC,11702
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"ABDURAHIM, SABUDDIN",NPC,10604
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"DAIS, AL-SHADIKH",LP,10061
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"BULANTE, YASMIN",NPC,9569
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"SAMPANG, LAU",UNA,5643
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"SALI, ISMAEL",UNA,3763
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"GUEVARA, NURSIDA",UNA,3077
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"USMAN, JEFFREY",UNA,2938
2010,armm,tawi-tawi,,"MEMBER, SANGGUNIANG PANLALAWIGAN",TAWI-TAWI - FIRST PROVDIST,"AKIP, RODEL",IND,2443
